,Название,Код,Цена,Рейтинг,Срок(месяца),Дата купона,Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Доходность(все время),Доходность(% в год),Ссылка,НКД
269,КАМАЗ,RU000A104ZC9,979.4,Высокий,18.0,2024-01-19,23.4,1000.0,4.0,93.6,93.6,9.56,https://www.tinkoff.ru/invest/bonds/RU000A104ZC9/,26.0
270,АФК Система выпуск 17,RU000A102FT9,894.9,Высокий,82.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A102FT9/,0.0
271,СГ-транс выпуск 1,RU000A103YP6,962.0,Высокий,33.0,2024-01-29,21.4,1000.0,4.0,85.6,171.2,8.9,https://www.tinkoff.ru/invest/bonds/RU000A103YP6/,21.0
272,Ритейл Бел Финанс 001P-02,RU000A102TR4,914.9,Средний,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A102TR4/,0.0
273,ЭР-Телеком Холдинг ПБО-02-05,RU000A107BZ4,1007.4,Высокий,13.0,2024-03-07,34.19,1000.0,4.0,136.76,102.57,13.58,https://www.tinkoff.ru/invest/bonds/RU000A107BZ4/,17.0
274,ЛСР выпуск 7,RU000A103PX8,899.9,Высокий,31.0,2024-03-15,18.7,1000.0,4.0,74.8,130.9,8.31,https://www.tinkoff.ru/invest/bonds/RU000A103PX8/,7.0
275,Почта России,RU000A101ZH4,953.4,Высокий,78.0,2024-01-30,25.58,1000.0,2.0,51.16,997.62,5.37,https://www.tinkoff.ru/invest/bonds/RU000A101ZH4/,27.0
276,Европлан 001Р-03,RU000A103KJ8,934.5,Высокий,90.0,2024-02-16,37.06,1000.0,2.0,74.12,1667.7,7.93,https://www.tinkoff.ru/invest/bonds/RU000A103KJ8/,35.0
277,ЧЗПСН-Профнастил БО-П2,RU000A101NJ6,961.8,Средний,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A101NJ6/,0.0
278,Гарант-Инвест БО 002P-3,RU000A102X18,991.5,Высокий,2.0,2024-03-26,22.71,1000.0,4.0,90.84,0.0,9.16,https://www.tinkoff.ru/invest/bonds/RU000A102X18/,6.0
279,АФК Система выпуск 21,RU000A103C95,863.0,Высокий,89.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A103C95/,0.0
280,ГТЛК выпуск 3,RU000A0JXE06,998.1,Средний,96.0,2024-02-01,23.84,1000.0,4.0,95.36,572.16,9.55,https://www.tinkoff.ru/invest/bonds/RU000A0JXE06/,22.0
281,Практика ЛК 001P-02,RU000A1074N8,1010.9,Средний,33.0,2024-01-26,11.57,1000.0,12.0,138.84,23.14,13.73,https://www.tinkoff.ru/invest/bonds/RU000A1074N8/,9.0
282,ТМК 001Р выпуск 2,RU000A102SC8,993.0,Высокий,1.0,2024-02-17,15.49,1000.0,4.0,61.96,0.0,6.24,https://www.tinkoff.ru/invest/bonds/RU000A102SC8/,11.0
283,ЭР-Телеком Холдинг выпуск 5,RU000A1030K6,984.1,Высокий,2.0,2024-04-15,18.18,1000.0,4.0,72.72,0.0,7.39,https://www.tinkoff.ru/invest/bonds/RU000A1030K6/,0.0
284,Интерлизинг выпуск 7,RU000A1077X0,1017.0,Высокий,33.0,2024-02-14,11.4,1000.0,12.0,136.8,22.8,13.45,https://www.tinkoff.ru/invest/bonds/RU000A1077X0/,0.0
285,Европлан БО 05,RU000A1004K1,925.1,Высокий,60.0,2024-02-21,33.32,1000.0,2.0,66.64,999.6,7.2,https://www.tinkoff.ru/invest/bonds/RU000A1004K1/,30.0
286,ММЦБ выпуск 2,RU000A105054,970.0,Средний,36.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A105054/,0.0
287,Синара - Транспортные Машины выпуск 1,RU000A1035D0,975.9,Высокий,4.0,2024-05-24,35.06,1000.0,2.0,70.12,70.12,7.19,https://www.tinkoff.ru/invest/bonds/RU000A1035D0/,11.0
288,Синара - Транспортные Машины выпуск 2,RU000A103G00,867.0,Высокий,30.0,2024-01-24,37.67,1000.0,2.0,75.34,565.05,8.69,https://www.tinkoff.ru/invest/bonds/RU000A103G00/,41.0
289,Медси 1P01,RU000A105YA3,942.9,Высокий,169.0,2024-03-14,21.32,1000.0,4.0,85.28,895.44,9.04,https://www.tinkoff.ru/invest/bonds/RU000A105YA3/,8.0
290,Банк ВТБ (ПАО) Б-1-350,RU000A107JH5,1001.0,Средний,5.0,2024-04-10,32.19,1000.0,4.0,128.76,32.19,12.86,https://www.tinkoff.ru/invest/bonds/RU000A107JH5/,2.0
291,ГК Самолет выпуск 10,RU000A103L03,967.3,Высокий,7.0,2024-02-21,19.84,1000.0,4.0,79.36,19.84,8.2,https://www.tinkoff.ru/invest/bonds/RU000A103L03/,13.0
292,КарМани выпуск 2,RU000A1058U6,836.88,Низкий,19.0,2024-01-22,10.79,800.0,12.0,129.48,10.79,15.47,https://www.tinkoff.ru/invest/bonds/RU000A1058U6/,10.0
293,О'КЕЙ 001P выпуск 1,RU000A105FM7,933.1,Высокий,105.0,2024-02-12,24.88,1000.0,4.0,99.52,646.88,10.67,https://www.tinkoff.ru/invest/bonds/RU000A105FM7/,20.0
294,Росгеология выпуск 1,RU000A103SV6,960.1,Средний,8.0,2024-03-28,38.98,1000.0,2.0,77.96,155.92,8.12,https://www.tinkoff.ru/invest/bonds/RU000A103SV6/,27.0
295,АФК Система выпуск 8,RU000A0ZYWU3,964.4,Высокий,49.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYWU3/,0.0
296,Эталон выпуск 002Р-01,RU000A105VU7,978.6,Высокий,168.0,2024-02-21,29.67,1000.0,4.0,118.68,1246.14,12.13,https://www.tinkoff.ru/invest/bonds/RU000A105VU7/,20.0
297,Балтийский лизинг БО-П08,RU000A106EM8,949.0,Высокий,112.0,2024-01-19,7.57,1000.0,12.0,90.84,68.13,9.57,https://www.tinkoff.ru/invest/bonds/RU000A106EM8/,7.0
298,Асфальтобетонный завод № 1 выпуск 4,RU000A1065B1,983.6,Средний,27.0,2024-01-23,29.75,1000.0,4.0,119.0,178.5,12.1,https://www.tinkoff.ru/invest/bonds/RU000A1065B1/,31.0
299,ЯТЭК выпуск 2,RU000A102ZH2,763.04,Высокий,14.0,2024-04-08,31.32,800.0,2.0,62.64,219.24,8.21,https://www.tinkoff.ru/invest/bonds/RU000A102ZH2/,19.0
300,Европлан 001Р-01,RU000A102RU2,730.35,Высокий,6.0,2024-02-13,11.48,750.0,4.0,45.92,11.48,6.29,https://www.tinkoff.ru/invest/bonds/RU000A102RU2/,9.0
301,Светофор Групп выпуск 2,RU000A1020W2,679.56,Средний,18.0,2024-02-08,18.18,700.0,4.0,72.72,72.72,10.7,https://www.tinkoff.ru/invest/bonds/RU000A1020W2/,15.0
302,Сбербанк 002СУБ-03R,RU000A103Q24,8400000.0,Средний,93.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A103Q24/,0.0
303,Альфа-Банк 002Р выпуск 11,RU000A1030D1,980.0,Высокий,3.0,2024-04-18,30.45,1000.0,2.0,60.9,30.45,6.21,https://www.tinkoff.ru/invest/bonds/RU000A1030D1/,17.0
304,Инкаб выпуск 1,RU000A1049M2,987.9,Средний,11.0,2024-03-27,29.23,1000.0,4.0,116.92,58.46,11.84,https://www.tinkoff.ru/invest/bonds/RU000A1049M2/,7.0
305,О'КЕЙ выпуск 3,RU000A1014B9,483.85,Высокий,10.0,2024-02-27,8.44,500.0,4.0,33.76,16.88,6.98,https://www.tinkoff.ru/invest/bonds/RU000A1014B9/,5.0
306,Синара - Транспортные Машины выпуск 3,RU000A105M91,944.8,Высокий,46.0,2024-03-15,24.88,1000.0,4.0,99.52,273.68,10.53,https://www.tinkoff.ru/invest/bonds/RU000A105M91/,10.0
307,СЕЛЛ-Сервис БО-П02,RU000A106C50,993.9,Средний,28.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A106C50/,0.0
308,АФК Система выпуск 15,RU000A1023K1,946.2,Высокий,79.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1023K1/,0.0
309,РСХБ выпуск 4,RU000A103N84,990.0,Высокий,31.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A103N84/,0.0
310,Асфальтобетонный завод № 1 выпуск 3,RU000A105SX7,992.9,Средний,24.0,2024-02-01,30.88,1000.0,4.0,123.52,185.28,12.44,https://www.tinkoff.ru/invest/bonds/RU000A105SX7/,29.0
311,Европлан 001Р-02,RU000A1034J0,246.4,Высокий,4.0,2024-02-16,4.18,250.0,4.0,16.72,4.18,6.79,https://www.tinkoff.ru/invest/bonds/RU000A1034J0/,3.0
312,ЛСР выпуск 4,RU000A100WA8,383.6,Высокий,8.0,2024-03-29,7.31,400.0,4.0,29.24,14.62,7.62,https://www.tinkoff.ru/invest/bonds/RU000A100WA8/,1.0
313,Моторика БО-01,RU000A1071Q7,1006.8,Средний,32.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1071Q7/,0.0
314,Элит Строй 1P-01,RU000A105YF2,998.4,Средний,25.0,2024-02-09,10.35,1000.0,12.0,124.2,20.7,12.44,https://www.tinkoff.ru/invest/bonds/RU000A105YF2/,2.0
315,Европлан выпуск 6,RU000A106F40,946.9,Средний,17.0,2024-03-26,22.18,1000.0,4.0,88.72,88.72,9.37,https://www.tinkoff.ru/invest/bonds/RU000A106F40/,5.0
316,Сибнефтехимтрейд выпуск 1,RU000A1028H6,499.30012,Низкий,2.0,2024-01-27,4.79,499.9,12.0,57.48,0.0,11.51,https://www.tinkoff.ru/invest/bonds/RU000A1028H6/,3.0
317,ЛСР выпуск 6,RU000A102T63,922.9,Высокий,25.0,2024-02-27,17.31,1000.0,4.0,69.24,103.86,7.5,https://www.tinkoff.ru/invest/bonds/RU000A102T63/,10.0
318,Софтлайн выпуск 002Р-01,RU000A106A78,958.0,Средний,25.0,2024-02-23,26.88,1000.0,4.0,107.52,161.28,11.22,https://www.tinkoff.ru/invest/bonds/RU000A106A78/,18.0
319,Европлан БО 06,RU000A100DG5,577.26,Высокий,63.0,2024-05-21,26.62,600.0,2.0,53.24,825.22,9.22,https://www.tinkoff.ru/invest/bonds/RU000A100DG5/,9.0
320,НПФ МИКРАН выпуск 1,RU000A106F08,955.0,Средний,29.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A106F08/,0.0
321,Кировский завод выпуск 1,RU000A101S99,953.7,Средний,16.0,2024-03-05,23.84,1000.0,4.0,95.36,95.36,10.0,https://www.tinkoff.ru/invest/bonds/RU000A101S99/,12.0
322,Газпромбанк выпуск 16,RU000A101Z74,996.3,Высокий,78.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A101Z74/,0.0
323,Гидромашсервис выпуск 1,RU000A105Q89,954.8,Высокий,23.0,2024-03-28,26.01,1000.0,4.0,104.04,130.05,10.9,https://www.tinkoff.ru/invest/bonds/RU000A105Q89/,6.0
324,ПИК-Корпорация выпуск 2,RU000A1016Z3,480.25,Высокий,10.0,2024-03-13,8.87,500.0,4.0,35.48,17.74,7.39,https://www.tinkoff.ru/invest/bonds/RU000A1016Z3/,3.0
325,ВИС Финанс выпуск 1,RU000A102952,1002.0,Высокий,44.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A102952/,0.0
326,Асфальтобетонный завод № 1 выпуск 2,RU000A1046N6,983.9,Средний,10.0,2024-03-05,27.58,1000.0,4.0,110.32,55.16,11.21,https://www.tinkoff.ru/invest/bonds/RU000A1046N6/,14.0
327,Сэтл Групп 2Р-01,RU000A1053A9,965.0,Высокий,18.0,2024-02-14,26.27,1000.0,4.0,105.08,105.08,10.89,https://www.tinkoff.ru/invest/bonds/RU000A1053A9/,20.0
328,Селектел выпуск 1,RU000A102SG9,993.5,Высокий,1.0,2024-02-22,36.8,1000.0,2.0,73.6,0.0,7.41,https://www.tinkoff.ru/invest/bonds/RU000A102SG9/,33.0
329,О'КЕЙ выпуск 5,RU000A106AH6,942.8,Высокий,112.0,2024-02-26,25.4,1000.0,4.0,101.6,711.2,10.78,https://www.tinkoff.ru/invest/bonds/RU000A106AH6/,16.0
330,ДиректЛизинг 002P-01,RU000A106GY8,866.075,Низкий,41.0,2024-04-04,26.54,875.0,4.0,106.16,265.4,12.26,https://www.tinkoff.ru/invest/bonds/RU000A106GY8/,4.0
331,ВИС Финанс выпуск 3,RU000A1060Y4,967.4,Высокий,26.0,2024-03-19,27.93,1000.0,4.0,111.72,167.58,11.55,https://www.tinkoff.ru/invest/bonds/RU000A1060Y4/,9.0
332,АФК Система выпуск 7,RU000A0ZYQY7,894.4,Высокий,48.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYQY7/,0.0
333,Гарант-Инвест 2Р-06,RU000A106862,983.0,Средний,15.0,2024-02-10,9.22,1000.0,12.0,110.64,9.22,11.26,https://www.tinkoff.ru/invest/bonds/RU000A106862/,1.0
334,ГТЛК выпуск 13,RU000A1003A4,877.0,Средний,120.0,2024-02-02,20.71,1000.0,4.0,82.84,621.3,9.45,https://www.tinkoff.ru/invest/bonds/RU000A1003A4/,19.0
335,HENDERSON выпуск 1,RU000A103Q08,655.8975,Высокий,14.0,2024-03-26,15.31,675.0,4.0,61.24,45.93,9.34,https://www.tinkoff.ru/invest/bonds/RU000A103Q08/,4.0
336,Джи-групп 2Р-03,RU000A106Z38,1013.5,Высокий,32.0,2024-04-02,33.32,1000.0,4.0,133.28,266.56,13.15,https://www.tinkoff.ru/invest/bonds/RU000A106Z38/,5.0
337,ЭР-Телеком Холдинг выпуск 3,RU000A106JV8,966.0,Средний,17.0,2024-04-11,26.01,1000.0,4.0,104.04,104.04,10.77,https://www.tinkoff.ru/invest/bonds/RU000A106JV8/,1.0
338,КЛВЗ Кристалл выпуск 1,RU000A105Y14,983.3,Средний,25.0,2024-03-12,29.23,1000.0,4.0,116.92,175.38,11.89,https://www.tinkoff.ru/invest/bonds/RU000A105Y14/,13.0
339,ГТЛК выпуск 18,RU000A101SC0,822.4,Средний,136.0,2024-03-06,16.96,1000.0,4.0,67.84,576.64,8.25,https://www.tinkoff.ru/invest/bonds/RU000A101SC0/,8.0
340,Новотранс выпуск 1,RU000A1014S3,486.5,Высокий,10.0,2024-02-28,9.48,500.0,4.0,37.92,18.96,7.79,https://www.tinkoff.ru/invest/bonds/RU000A1014S3/,5.0
341,АФК Система выпуск 10,RU000A1008J4,926.5,Средний,62.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1008J4/,0.0
342,РЕСО-Лизинг БО-П выпуск 7,RU000A100XU4,956.2,Средний,8.0,2024-04-12,37.5,1000.0,2.0,75.0,150.0,7.84,https://www.tinkoff.ru/invest/bonds/RU000A100XU4/,22.0
343,Гарант-Инвест 2Р выпуск 5,RU000A105GV6,999.9,Средний,22.0,2024-02-20,31.93,1000.0,4.0,127.72,159.65,12.77,https://www.tinkoff.ru/invest/bonds/RU000A105GV6/,22.0
344,ГТЛК выпуск 7,RU000A0ZYNY4,931.8,Средний,107.0,2024-04-12,25.32,1000.0,4.0,101.28,658.32,10.87,https://www.tinkoff.ru/invest/bonds/RU000A0ZYNY4/,1.0
345,ИНАРКТИКА выпуск 1,RU000A102TT0,992.7,Высокий,1.0,2024-03-06,41.15,1000.0,2.0,82.3,0.0,8.29,https://www.tinkoff.ru/invest/bonds/RU000A102TT0/,34.0
346,Сэтл Групп выпуск 4,RU000A103WQ8,941.8,Средний,15.0,2024-01-19,20.45,1000.0,4.0,81.8,61.35,8.69,https://www.tinkoff.ru/invest/bonds/RU000A103WQ8/,22.0
347,Промсвязьбанк 003Р-05,RU000A1038F9,973.0,Средний,4.0,2024-06-07,32.19,1000.0,2.0,64.38,64.38,6.62,https://www.tinkoff.ru/invest/bonds/RU000A1038F9/,8.0
348,ТФН выпуск 1,RU000A102QY6,249.65,Низкий,0.0,2024-02-06,6.44,250.0,4.0,25.76,0.0,10.32,https://www.tinkoff.ru/invest/bonds/RU000A102QY6/,5.0
349,Элемент Лизинг 001P выпуск 6,RU000A1071U9,958.01332,Средний,32.0,2024-01-16,10.44,944.6,12.0,125.28,20.88,13.08,https://www.tinkoff.ru/invest/bonds/RU000A1071U9/,0.0
350,Джи-групп 2Р-02,RU000A105Q97,997.8,Высокий,5.0,2024-03-28,31.41,1000.0,4.0,125.64,31.41,12.59,https://www.tinkoff.ru/invest/bonds/RU000A105Q97/,7.0
351,Новотранс выпуск 2,RU000A103133,935.3,Высокий,27.0,2024-01-18,19.84,1000.0,4.0,79.36,119.04,8.48,https://www.tinkoff.ru/invest/bonds/RU000A103133/,22.0
352,ЭнергоТехСервис 001P-05,RU000A107D74,1027.4,Высокий,22.0,2024-02-11,11.57,1000.0,12.0,138.84,11.57,13.51,https://www.tinkoff.ru/invest/bonds/RU000A107D74/,1.0
353,АФК Система выпуск 14,RU000A101XN7,898.0,Средний,77.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A101XN7/,0.0
354,Республика Беларусь выпуск 7,RU000A100D89,928.4,Средний,15.0,2024-05-02,36.8,1000.0,2.0,73.6,257.6,7.93,https://www.tinkoff.ru/invest/bonds/RU000A100D89/,17.0
355,Банк Открытие БО-П выпуск 7,RU000A102R73,994.0,Высокий,24.0,2024-02-09,27.06,1000.0,2.0,54.12,324.72,5.44,https://www.tinkoff.ru/invest/bonds/RU000A102R73/,27.0
356,ГТЛК выпуск 14,RU000A100FE5,932.8,Средний,124.0,2024-03-07,24.36,1000.0,4.0,97.44,755.16,10.45,https://www.tinkoff.ru/invest/bonds/RU000A100FE5/,12.0
357,АФК Система выпуск 9,RU000A1005L6,939.0,Высокий,61.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1005L6/,0.0
358,ТрансКонтейнер ПБО выпуск 1,RU000A100YE6,480.45,Высокий,9.0,2024-04-17,15.66,500.0,2.0,31.32,62.64,6.52,https://www.tinkoff.ru/invest/bonds/RU000A100YE6/,9.0
359,ЕАБР 003P-006,RU000A105V90,923.6,Высокий,24.0,2024-02-16,44.89,1000.0,2.0,89.78,538.68,9.72,https://www.tinkoff.ru/invest/bonds/RU000A105V90/,42.0
360,ЕвразХолдинг Финанс 002P-01R,RU000A100P85,965.0,Высокий,6.0,2024-01-29,34.45,1000.0,2.0,68.9,103.35,7.14,https://www.tinkoff.ru/invest/bonds/RU000A100P85/,36.0
361,Аэрофьюэлз выпуск 1,RU000A102T97,992.4,Средний,1.0,2024-02-28,20.01,1000.0,4.0,80.04,0.0,8.07,https://www.tinkoff.ru/invest/bonds/RU000A102T97/,12.0
362,Делимобиль 1Р-02,RU000A106A86,965.0,Высокий,28.0,2024-02-23,27.49,1000.0,4.0,109.96,192.43,11.39,https://www.tinkoff.ru/invest/bonds/RU000A106A86/,18.0
363,Лайфстрим выпуск 1,RU000A102QX8,996.1,Средний,0.0,2024-02-06,21.66,1000.0,4.0,86.64,0.0,8.7,https://www.tinkoff.ru/invest/bonds/RU000A102QX8/,19.0
364,ФЭС-Агро выпуск 1,RU000A106P63,987.5,Средний,30.0,2024-02-08,29.58,1000.0,4.0,118.32,207.06,11.98,https://www.tinkoff.ru/invest/bonds/RU000A106P63/,26.0
365,О'КЕЙ выпуск 2,RU000A1009Z8,949.2,Высокий,62.0,2024-04-12,21.4,1000.0,4.0,85.6,321.0,9.02,https://www.tinkoff.ru/invest/bonds/RU000A1009Z8/,1.0
366,Уралкалий выпуск 6,RU000A101GZ6,921.9,Высокий,13.0,2024-02-27,29.67,1000.0,2.0,59.34,178.02,6.44,https://www.tinkoff.ru/invest/bonds/RU000A101GZ6/,26.0
367,Ульяновская область 34006,RU000A1077U6,1000.8,Средний,27.0,2024-02-15,31.41,1000.0,4.0,125.64,188.46,12.55,https://www.tinkoff.ru/invest/bonds/RU000A1077U6/,24.0
368,Европлан 001Р-04,RU000A103S14,482.0,Высокий,14.0,2024-03-26,9.48,500.0,4.0,37.92,28.44,7.87,https://www.tinkoff.ru/invest/bonds/RU000A103S14/,2.0
369,Группа Продовольствие 001P-02,RU000A105EP3,995.0,Средний,21.0,2024-02-03,10.7,1000.0,12.0,128.4,10.7,12.9,https://www.tinkoff.ru/invest/bonds/RU000A105EP3/,4.0
370,Газпром капитал выпуск 5,RU000A0JXFS8,996.4,Высокий,36.0,2024-02-07,38.54,1000.0,2.0,77.08,693.72,7.74,https://www.tinkoff.ru/invest/bonds/RU000A0JXFS8/,39.0
371,ЕАБР,RU000A1050H0,929.0,Высокий,18.0,2024-01-30,40.54,1000.0,2.0,81.08,364.86,8.73,https://www.tinkoff.ru/invest/bonds/RU000A1050H0/,43.0
372,МСБ-Лизинг 002P выпуск 5,RU000A103VD8,894.293496,Средний,32.0,2024-02-01,8.0,916.66,12.0,96.0,16.0,10.73,https://www.tinkoff.ru/invest/bonds/RU000A103VD8/,4.0
373,АФК Система выпуск 23,RU000A104693,919.9,Средний,94.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A104693/,0.0
374,ГТЛК 002Р-02,RU000A105KB0,934.6,Средний,166.0,2024-03-05,25.32,1000.0,4.0,101.28,1038.12,10.84,https://www.tinkoff.ru/invest/bonds/RU000A105KB0/,13.0
375,Ульяновская область,RU000A101U61,872.9,Средний,41.0,2024-06-28,28.62,1000.0,2.0,57.24,572.4,6.56,https://www.tinkoff.ru/invest/bonds/RU000A101U61/,3.0
376,ЭР-Телеком Холдинг,RU000A1058K7,982.0,Высокий,11.0,2024-03-26,26.62,1000.0,4.0,106.48,53.24,10.84,https://www.tinkoff.ru/invest/bonds/RU000A1058K7/,7.0
377,МТС Банк выпуск 2,RU000A1051U1,934.4,Высокий,18.0,2024-02-02,20.71,1000.0,4.0,82.84,82.84,8.87,https://www.tinkoff.ru/invest/bonds/RU000A1051U1/,19.0
378,ПАО НК Роснефть 001P-04,RU000A0JXQK2,983.8,Высокий,39.0,2024-04-25,36.8,1000.0,2.0,73.6,699.2,7.48,https://www.tinkoff.ru/invest/bonds/RU000A0JXQK2/,19.0
379,Патриот Групп выпуск 1,RU000A105AX5,1025.5,Средний,20.0,2024-01-16,34.63,1000.0,4.0,138.52,173.15,13.51,https://www.tinkoff.ru/invest/bonds/RU000A105AX5/,0.0
380,АльфаБанк 002Р выпуск 12,RU000A1036E6,973.0,Высокий,4.0,2024-06-04,31.15,1000.0,2.0,62.3,62.3,6.4,https://www.tinkoff.ru/invest/bonds/RU000A1036E6/,8.0
381,Бифорком Тек выпуск 1,RU000A1037L9,986.2,Высокий,4.0,2024-03-05,22.71,1000.0,4.0,90.84,22.71,9.21,https://www.tinkoff.ru/invest/bonds/RU000A1037L9/,12.0
382,АФК Система выпуск 24,RU000A105L27,924.0,Высокий,106.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A105L27/,0.0
383,Кыргызская Республика выпуск 01 RUB,KG000A3LSJ06,99.99,Средний,23.0,2024-03-26,3.13,100.0,4.0,12.52,15.65,12.52,https://www.tinkoff.ru/invest/bonds/KG000A3LSJ06/,0.0
384,ВИС Финанс выпуск 4,RU000A106EZ0,964.7,Высокий,31.0,2024-02-21,27.93,1000.0,4.0,111.72,195.51,11.58,https://www.tinkoff.ru/invest/bonds/RU000A106EZ0/,19.0
385,ФПК выпуск 3,RU000A0ZYX69,956.3,Высокий,49.0,2024-02-28,30.45,1000.0,2.0,60.9,730.8,6.37,https://www.tinkoff.ru/invest/bonds/RU000A0ZYX69/,27.0
386,Автодор БО-3 выпуск 1,RU000A102H91,784.915,Средний,22.0,2024-06-11,26.19,895.0,2.0,52.38,288.09,6.67,https://www.tinkoff.ru/invest/bonds/RU000A102H91/,5.0
387,ГТЛК выпуск 10,RU000A0ZZ984,988.1,Средний,112.0,2024-03-01,28.88,1000.0,4.0,115.52,808.64,11.69,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ984/,16.0
388,Первое коллекторское бюро 001Р выпуск 3,RU000A1047S3,782.08,Средний,22.0,2024-03-08,21.23,800.0,4.0,84.92,106.15,10.86,https://www.tinkoff.ru/invest/bonds/RU000A1047S3/,10.0
389,АБЗ-1 001Р-05,RU000A1070X5,1007.0,Средний,32.0,2024-02-13,11.74,1000.0,12.0,140.88,23.48,13.99,https://www.tinkoff.ru/invest/bonds/RU000A1070X5/,0.0
390,СФО ВТБ РКС Эталон,RU000A105G99,885.272382,Высокий,74.0,2024-02-02,7.66,948.54,12.0,91.92,45.96,10.38,https://www.tinkoff.ru/invest/bonds/RU000A105G99/,3.0
391,АФК Система выпуск 18,RU000A102SV8,994.5,Высокий,85.0,2024-02-26,29.49,1000.0,4.0,117.96,619.29,11.86,https://www.tinkoff.ru/invest/bonds/RU000A102SV8/,18.0
392,Верхнебаканский цементный завод 001P выпуск 1,RU000A0ZYLK7,876.5,Низкий,46.0,2024-03-15,1.57,1000.0,4.0,6.28,17.27,0.72,https://www.tinkoff.ru/invest/bonds/RU000A0ZYLK7/,0.0
393,Росагролизинг выпуск 1,RU000A101R09,914.0,Высокий,16.0,2024-05-29,31.84,1000.0,2.0,63.68,254.72,6.97,https://www.tinkoff.ru/invest/bonds/RU000A101R09/,9.0
394,Электрорешения выпуск 1,RU000A106HF5,961.0,Средний,29.0,2024-04-08,26.62,1000.0,4.0,106.48,186.34,11.08,https://www.tinkoff.ru/invest/bonds/RU000A106HF5/,2.0
395,Томск выпуск 7,RU000A1018A2,383.24,Средний,11.0,2024-03-01,6.35,400.0,4.0,25.4,12.7,6.63,https://www.tinkoff.ru/invest/bonds/RU000A1018A2/,3.0
396,ПРОМОМЕД ДМ 2P-01,RU000A1061A2,955.3,Средний,26.0,2024-03-29,52.2,1000.0,2.0,104.4,678.6,10.93,https://www.tinkoff.ru/invest/bonds/RU000A1061A2/,36.0
397,Новые технологии,RU000A105DL4,984.5,Высокий,45.0,2024-05-07,58.55,1000.0,2.0,117.1,1288.1,11.89,https://www.tinkoff.ru/invest/bonds/RU000A105DL4/,25.0
398,ВТБ Б-1-320,RU000A106M25,974.8,Высокий,6.0,2024-01-27,6.61,1000.0,12.0,79.32,0.0,8.14,https://www.tinkoff.ru/invest/bonds/RU000A106M25/,5.0
399,ГТЛК выпуск 19,RU000A101SD8,799.0,Средний,136.0,2024-03-06,17.23,1000.0,4.0,68.92,585.82,8.63,https://www.tinkoff.ru/invest/bonds/RU000A101SD8/,9.0
400,Заслон выпуск 1,RU000A1064X8,958.0,Средний,27.0,2024-04-18,54.2,1000.0,2.0,108.4,704.6,11.32,https://www.tinkoff.ru/invest/bonds/RU000A1064X8/,30.0
401,Т1 001Р-01,RU000A1071R5,1014.4,Средний,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1071R5/,0.0
402,ЕвроТранс БО-001P-03,RU000A1061K1,990.2,Средний,37.0,2024-01-29,9.66,1000.0,12.0,115.92,28.98,11.71,https://www.tinkoff.ru/invest/bonds/RU000A1061K1/,6.0
