,Название,Код,Срок(месяца),Цена,Рейтинг,Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Доходность(все время),Доходность(% в год),Ссылка
600,Краснодар,RU000A102KT9,26,946.8,Высокий,13.92,1000.0,4.0,55.68,1085.76,5.57,https://www.tinkoff.ru/invest/bonds/RU000A102KT9/
601,ОФЗ 26228,SU26228RMFS5,78,816.36,Высокий,33.15,1000.0,2.0,66.3,15514.2,6.63,https://www.tinkoff.ru/invest/bonds/SU26228RMFS5/
602,ОФЗ 26239,SU26239RMFS2,93,755.02,Высокий,29.93,1000.0,2.0,59.86,16700.94,5.99,https://www.tinkoff.ru/invest/bonds/SU26239RMFS2/
603,Газпром нефть ПАО 003P-02R,RU000A1017J5,74,806.0,Высокий,15.49,1000.0,4.0,61.96,3438.78,6.2,https://www.tinkoff.ru/invest/bonds/RU000A1017J5/
604,РЖД выпуск 23,RU000A0JQRD9,15,953.5,Высокий,34.02,1000.0,2.0,68.04,3061.8,6.8,https://www.tinkoff.ru/invest/bonds/RU000A0JQRD9/
605,ОФЗ 26219,SU26219RMFS4,35,901.2,Высокий,33.58,1000.0,2.0,67.16,7051.8,6.72,https://www.tinkoff.ru/invest/bonds/SU26219RMFS4/
606,Магаданская область 34002,RU000A105NT6,50,975.0,Средний,22.97,1000.0,4.0,91.88,3445.5,9.19,https://www.tinkoff.ru/invest/bonds/RU000A105NT6/
607,ВТБ Б-1-318,RU000A105ZN3,5,984.8,Высокий,5.74,1000.0,12.0,68.88,28.7,6.89,https://www.tinkoff.ru/invest/bonds/RU000A105ZN3/
608,Ярославская область выпуск 16,RU000A0ZZEM5,23,669.48,Высокий,12.01,700.0,4.0,48.04,828.69,6.86,https://www.tinkoff.ru/invest/bonds/RU000A0ZZEM5/
609,РОСБАНК БО-003P-01,RU000A1062L7,30,960.0,Высокий,42.89,1000.0,2.0,85.78,7720.2,8.58,https://www.tinkoff.ru/invest/bonds/RU000A1062L7/
610,ОФЗ 26238,SU26238RMFS4,211,658.25,Высокий,30.45,1000.0,2.0,60.9,38549.7,6.09,https://www.tinkoff.ru/invest/bonds/SU26238RMFS4/
611,ОФЗ 26235,SU26235RMFS0,89,716.16,Высокий,25.58,1000.0,2.0,51.16,13659.72,5.12,https://www.tinkoff.ru/invest/bonds/SU26235RMFS0/
612,ОФЗ 26240,SU26240RMFS0,153,690.5,Высокий,29.58,1000.0,2.0,59.16,27154.44,5.92,https://www.tinkoff.ru/invest/bonds/SU26240RMFS0/
613,Газпромбанк 1Р-26P,RU000A1064G3,36,955.0,21.10.2026,43.59,1000.0,2.0,87.18,9415.44,8.72,https://www.tinkoff.ru/invest/bonds/RU000A1064G3/
614,ОФЗ 26225,SU26225RMFS1,127,732.97,Высокий,31.41,1000.0,2.0,62.82,23934.42,6.28,https://www.tinkoff.ru/invest/bonds/SU26225RMFS1/
615,ОФЗ 26230,SU26230RMFS1,185,717.07,Высокий,33.32,1000.0,2.0,66.64,36985.2,6.66,https://www.tinkoff.ru/invest/bonds/SU26230RMFS1/
616,Вымпелком 001Р-06,RU000A105TY3,52,964.2,14.02.2028,22.62,1000.0,4.0,90.48,3528.72,9.05,https://www.tinkoff.ru/invest/bonds/RU000A105TY3/
617,ОФЗ 26221,SU26221RMFS0,113,775.01,Высокий,33.32,1000.0,2.0,66.64,22590.96,6.66,https://www.tinkoff.ru/invest/bonds/SU26221RMFS0/
618,Белгородская область выпуск 14,RU000A101PA0,19,827.1375,Высокий,11.14,875.0,4.0,44.56,634.98,5.09,https://www.tinkoff.ru/invest/bonds/RU000A101PA0/
619,ОФЗ 26233,SU26233RMFS5,141,647.0,Высокий,26.45,1000.0,2.0,52.9,22376.7,5.29,https://www.tinkoff.ru/invest/bonds/SU26233RMFS5/
620,Сбер Банк 001P-SBER15,RU000A101C89,3,984.0,Высокий,27.32,1000.0,2.0,54.64,491.76,5.46,https://www.tinkoff.ru/invest/bonds/RU000A101C89/
621,Тойота Банк выпуск 5,RU000A104L36,16,985.4,Высокий,47.85,1000.0,2.0,95.7,4593.6,9.57,https://www.tinkoff.ru/invest/bonds/RU000A104L36/
622,Novabev Group БО-П03,RU000A1015E0,14,728.925,Высокий,26.8,750.0,2.0,53.6,2251.2,7.15,https://www.tinkoff.ru/invest/bonds/RU000A1015E0/
623,ОФЗ 26241,SU26241RMFS8,109,876.0,Высокий,41.15,1000.0,2.0,82.3,26912.1,8.23,https://www.tinkoff.ru/invest/bonds/SU26241RMFS8/
624,ФСК Россети БО-4,RU000A0ZYJ91,2,993.9,06.12.2023,16.44,1000.0,4.0,65.76,98.64,6.58,https://www.tinkoff.ru/invest/bonds/RU000A0ZYJ91/
625,МОЭСК 001P выпуск 2,RU000A101FY1,16,933.0,Высокий,26.62,1000.0,2.0,53.24,2555.52,5.32,https://www.tinkoff.ru/invest/bonds/RU000A101FY1/
626,Сбер Банк,RU000A101QW2,7,962.6,Высокий,24.45,1000.0,2.0,48.9,1026.9,4.89,https://www.tinkoff.ru/invest/bonds/RU000A101QW2/
627,ОФЗ 26218,SU26218RMFS6,95,839.14,Высокий,36.8,1000.0,2.0,73.6,20976.0,7.36,https://www.tinkoff.ru/invest/bonds/SU26218RMFS6/
628,Гарант-Инвест БО 002P-3,RU000A102X18,5,989.9,Средний,22.71,1000.0,4.0,90.84,340.65,9.08,https://www.tinkoff.ru/invest/bonds/RU000A102X18/
629,Волгоградская область выпуск 7,RU000A0JXSD3,8,293.22,Высокий,5.13,300.0,4.0,20.52,123.12,6.84,https://www.tinkoff.ru/invest/bonds/RU000A0JXSD3/
630,Газпромбанк,RU000A0JUMH3,7,968.2,Высокий,29.14,1000.0,2.0,58.28,1223.88,5.83,https://www.tinkoff.ru/invest/bonds/RU000A0JUMH3/
631,Автобан-Финанс выпуск 3,RU000A103PC2,35,955.0,Средний,43.33,1000.0,2.0,86.66,9099.3,8.67,https://www.tinkoff.ru/invest/bonds/RU000A103PC2/
632,РЖД выпуск 32,RU000A0JSGV0,104,956.8,Высокий,42.46,1000.0,2.0,84.92,26495.04,8.49,https://www.tinkoff.ru/invest/bonds/RU000A0JSGV0/
633,Свердловская область,RU000A102HF4,2,494.25,Высокий,6.35,500.0,4.0,25.4,38.1,5.08,https://www.tinkoff.ru/invest/bonds/RU000A102HF4/
634,Промсвязьбанк 003P выпуск 7,RU000A103PE8,11,970.0,Высокий,35.32,1000.0,2.0,70.64,2331.12,7.06,https://www.tinkoff.ru/invest/bonds/RU000A103PE8/
635,Сбер Банк 001P-SBER25,RU000A102YG7,30,910.6,Высокий,32.28,1000.0,2.0,64.56,5810.4,6.46,https://www.tinkoff.ru/invest/bonds/RU000A102YG7/
636,Новосибирская область,RU000A1011Q3,13,770.8,Высокий,11.22,800.0,4.0,44.88,437.58,5.61,https://www.tinkoff.ru/invest/bonds/RU000A1011Q3/
637,Республика Якутия,RU000A1033B9,55,808.74,Высокий,14.09,900.0,4.0,56.36,2324.85,6.26,https://www.tinkoff.ru/invest/bonds/RU000A1033B9/
638,ЮАИЗ выпуск 1,RU000A1001L5,3,997.0,22.01.2024,22.62,1000.0,4.0,90.48,203.58,9.05,https://www.tinkoff.ru/invest/bonds/RU000A1001L5/
639,Краснодарский край выпуск 1,RU000A0JXYS9,10,390.12,Средний,7.39,400.0,4.0,29.56,221.7,7.39,https://www.tinkoff.ru/invest/bonds/RU000A0JXYS9/
640,РКК выпуск 3,RU000A106GZ5,33,1000.4,Средний,35.76,1000.0,4.0,143.04,3540.24,14.3,https://www.tinkoff.ru/invest/bonds/RU000A106GZ5/
641,Газпром Капитал БО-001P-02,RU000A100LL8,9,970.3,Высокий,33.76,1000.0,2.0,67.52,1823.04,6.75,https://www.tinkoff.ru/invest/bonds/RU000A100LL8/
642,Ростелеком выпуск 2,RU000A0JXPN8,21,998.0,23.10.2023,39.85,1000.0,2.0,79.7,5021.1,7.97,https://www.tinkoff.ru/invest/bonds/RU000A0JXPN8/
643,ВЭБ.РФ ПБО-001Р-К400,RU000A104HT1,16,998.8,Высокий,80.04,1000.0,1.0,80.04,15367.68,8.0,https://www.tinkoff.ru/invest/bonds/RU000A104HT1/
644,МОЭК выпуск 4,RU000A101XS6,33,975.9,Высокий,43.15,1000.0,2.0,86.3,8543.7,8.63,https://www.tinkoff.ru/invest/bonds/RU000A101XS6/
645,Нижегородская область выпуск 14,RU000A101665,20,662.83,Высокий,10.18,700.0,4.0,40.72,610.8,5.82,https://www.tinkoff.ru/invest/bonds/RU000A101665/
646,Банк ВТБ Б-1-319,RU000A106DN8,8,979.4,Высокий,5.83,1000.0,12.0,69.96,46.64,7.0,https://www.tinkoff.ru/invest/bonds/RU000A106DN8/
647,Тинькофф Ипотечный Агент выпуск 1,RU000A103D37,125,227.074075,Высокий,3.92,228.79,4.0,15.68,1470.0,6.85,https://www.tinkoff.ru/invest/bonds/RU000A103D37/
648,Ростелеком 001 выпуск 5,RU000A100881,23,946.1,29.09.2025,36.37,1000.0,2.0,72.74,5019.06,7.27,https://www.tinkoff.ru/invest/bonds/RU000A100881/
649,Новосибирская область выпуск 22,RU000A1043E2,61,932.7,Высокий,19.57,1000.0,4.0,78.28,3581.31,7.83,https://www.tinkoff.ru/invest/bonds/RU000A1043E2/
650,Промсвязьбанк 003Р-05,RU000A1038F9,8,970.1,Высокий,32.19,1000.0,2.0,64.38,1545.12,6.44,https://www.tinkoff.ru/invest/bonds/RU000A1038F9/
651,ОФЗ 26243,SU26243RMFS4,175,884.96,Высокий,39.24,1000.0,2.0,78.48,41202.0,7.85,https://www.tinkoff.ru/invest/bonds/SU26243RMFS4/
652,РусГидро выпуск 11,RU000A106GD2,29,962.1,Высокий,20.53,1000.0,4.0,82.12,1786.11,8.21,https://www.tinkoff.ru/invest/bonds/RU000A106GD2/
653,Газпром нефть 001P-04R,RU000A0ZYLC4,14,957.9,Высокий,33.32,1000.0,2.0,66.64,2798.88,6.66,https://www.tinkoff.ru/invest/bonds/RU000A0ZYLC4/
654,Республика Башкортостан 34013,RU000A106FT0,32,958.9,Высокий,20.27,1000.0,4.0,81.08,1945.92,8.11,https://www.tinkoff.ru/invest/bonds/RU000A106FT0/
655,Альфа-Банк выпуск 40,RU000A0ZYU21,4,980.0,28.02.2024,26.8,1000.0,2.0,53.6,643.2,5.36,https://www.tinkoff.ru/invest/bonds/RU000A0ZYU21/
656,Росагролизинг выпуск 3,RU000A103QL1,35,916.4,Высокий,36.63,1000.0,2.0,73.26,7692.3,7.33,https://www.tinkoff.ru/invest/bonds/RU000A103QL1/
657,Урожай выпуск 2,RU000A1037C8,8,1001.9,Средний,24.88,1000.0,4.0,99.52,597.12,9.95,https://www.tinkoff.ru/invest/bonds/RU000A1037C8/
658,РЕСО-Лизинг БО-П выпуск 19,RU000A103F68,9,978.0,Высокий,5.92,1000.0,12.0,71.04,53.28,7.1,https://www.tinkoff.ru/invest/bonds/RU000A103F68/
659,МТС выпуск 18,RU000A102VL3,5,978.8,Высокий,28.19,1000.0,2.0,56.38,845.7,5.64,https://www.tinkoff.ru/invest/bonds/RU000A102VL3/
660,МТС выпуск 12,RU000A100ZK0,24,997.2,Высокий,14.79,1000.0,4.0,59.16,1064.88,5.92,https://www.tinkoff.ru/invest/bonds/RU000A100ZK0/
661,Красноярский край выпуск 12,RU000A0JWXF0,23,249.8,Средний,10.53,250.0,2.0,21.06,1453.14,8.42,https://www.tinkoff.ru/invest/bonds/RU000A0JWXF0/
662,ИКС 5 Финанс выпуск 12,RU000A101UQ6,14,974.0,27.12.2024,38.8,1000.0,2.0,77.6,3259.2,7.76,https://www.tinkoff.ru/invest/bonds/RU000A101UQ6/
663,ОФЗ 46020,SU46020RMFS2,148,706.61,Высокий,29.93,1000.0,2.0,59.86,26577.84,5.99,https://www.tinkoff.ru/invest/bonds/SU46020RMFS2/
664,АФК Система выпуск 6,RU000A0JXN21,41,978.2,Средний,45.5,1000.0,2.0,91.0,11193.0,9.1,https://www.tinkoff.ru/invest/bonds/RU000A0JXN21/
665,Автобан-Финанс выпуск 1,RU000A0JXQ51,6,990.0,Высокий,43.33,1000.0,2.0,86.66,1559.88,8.67,https://www.tinkoff.ru/invest/bonds/RU000A0JXQ51/
666,Удмуртская республика 35002,RU000A0JWT91,35,989.9,Средний,22.62,1000.0,4.0,90.48,2375.1,9.05,https://www.tinkoff.ru/invest/bonds/RU000A0JWT91/
667,ФосАгро БО-П01,RU000A106516,30,962.0,Высокий,40.72,1000.0,2.0,81.44,7329.6,8.14,https://www.tinkoff.ru/invest/bonds/RU000A106516/
668,Промсвязьбанк 003P выпуск 4,RU000A102RT4,4,983.0,Высокий,27.75,1000.0,2.0,55.5,666.0,5.55,https://www.tinkoff.ru/invest/bonds/RU000A102RT4/
669,Позитив Текнолоджиз выпуск 2,RU000A105JG1,26,988.8,Высокий,22.62,1000.0,4.0,90.48,1764.36,9.05,https://www.tinkoff.ru/invest/bonds/RU000A105JG1/
670,Сбер Банк 001Р-SBER17,RU000A1025U5,27,996.0,Высокий,24.71,1000.0,2.0,49.42,4003.02,4.94,https://www.tinkoff.ru/invest/bonds/RU000A1025U5/
671,Казахстан выпуск 5,RU000A101RT6,32,916.8,Средний,32.19,1000.0,2.0,64.38,6180.48,6.44,https://www.tinkoff.ru/invest/bonds/RU000A101RT6/
672,ДОМ.РФ Социальные облигации 02,RU000A104AQ2,1,997.7,Высокий,39.67,1000.0,2.0,79.34,238.02,7.93,https://www.tinkoff.ru/invest/bonds/RU000A104AQ2/
673,Магнит 001Р выпуск 5,RU000A1036M9,7,974.9,Высокий,30.54,1000.0,2.0,61.08,1282.68,6.11,https://www.tinkoff.ru/invest/bonds/RU000A1036M9/
674,Газпром нефть 003P-03R,RU000A101GJ0,16,939.7,Высокий,13.4,1000.0,4.0,53.6,643.2,5.36,https://www.tinkoff.ru/invest/bonds/RU000A101GJ0/
675,МТС выпуск 7,RU000A100238,3,994.0,Высокий,18.79,1000.0,4.0,75.16,169.11,7.52,https://www.tinkoff.ru/invest/bonds/RU000A100238/
676,РЖД 001Р выпуск 14,RU000A1008D7,67,920.8,Высокий,39.41,1000.0,2.0,78.82,15842.82,7.88,https://www.tinkoff.ru/invest/bonds/RU000A1008D7/
677,Альфа-Банк 002Р выпуск 9,RU000A102JZ8,2,988.0,Высокий,25.93,1000.0,2.0,51.86,311.16,5.19,https://www.tinkoff.ru/invest/bonds/RU000A102JZ8/
678,ВТБ Б-1-320,RU000A106M25,9,984.5,Высокий,6.44,1000.0,12.0,77.28,57.96,7.73,https://www.tinkoff.ru/invest/bonds/RU000A106M25/
679,Трансмашхолдинг ПБО-04,RU000A1018C8,14,955.0,Высокий,30.1,1000.0,2.0,60.2,2528.4,6.02,https://www.tinkoff.ru/invest/bonds/RU000A1018C8/
680,ХКФ Банк выпуск 4,RU000A103760,31,935.4,Средний,17.31,1000.0,4.0,69.24,1609.83,6.92,https://www.tinkoff.ru/invest/bonds/RU000A103760/
681,Калининградская область выпуск 4,RU000A104BC0,62,960.9,Высокий,20.53,1000.0,4.0,82.12,3818.58,8.21,https://www.tinkoff.ru/invest/bonds/RU000A104BC0/
682,Республика Карелия выпуск 18,RU000A0ZYCZ4,13,399.48,Средний,5.22,400.0,4.0,20.88,203.58,5.22,https://www.tinkoff.ru/invest/bonds/RU000A0ZYCZ4/
683,РЖД 001Р выпуск 13,RU000A1007Z2,65,922.8,Высокий,39.41,1000.0,2.0,78.82,15369.9,7.88,https://www.tinkoff.ru/invest/bonds/RU000A1007Z2/
684,АВТОБАН-Финанс выпуск 4,RU000A106K35,21,987.5,25.07.2025,21.66,1000.0,4.0,86.64,1364.58,8.66,https://www.tinkoff.ru/invest/bonds/RU000A106K35/
685,КАМАЗ БО-10,RU000A0ZZ877,115,999.9,Средний,47.85,1000.0,2.0,95.7,33016.5,9.57,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ877/
686,Бизнес-Недвижимость выпуск 1,RU000A1022G1,10,586.56,Средний,13.57,600.0,4.0,54.28,407.1,9.05,https://www.tinkoff.ru/invest/bonds/RU000A1022G1/
687,РусГидро БО-П08,RU000A105MW2,14,974.0,Высокий,18.18,1000.0,4.0,72.72,763.56,7.27,https://www.tinkoff.ru/invest/bonds/RU000A105MW2/
688,Сбер Банк 001P-SBER19,RU000A102CU4,1,993.4,Высокий,24.01,1000.0,2.0,48.02,144.06,4.8,https://www.tinkoff.ru/invest/bonds/RU000A102CU4/
689,Красноярский край выпуск 14,RU000A0ZYFB8,12,731.25,Высокий,12.7,750.0,4.0,50.8,457.2,6.77,https://www.tinkoff.ru/invest/bonds/RU000A0ZYFB8/
690,Республика Хакасия выпуск 6,RU000A0JWXQ7,1,400.32,Высокий,9.57,400.0,4.0,38.28,28.71,9.57,https://www.tinkoff.ru/invest/bonds/RU000A0JWXQ7/
691,КАМАЗ БО-П09,RU000A1043N3,1,998.7,Высокий,21.14,1000.0,4.0,84.56,63.42,8.46,https://www.tinkoff.ru/invest/bonds/RU000A1043N3/
692,Новая перевозочная компания ПБО-02,RU000A1004A2,4,248.2,Высокий,9.48,250.0,2.0,18.96,227.52,7.58,https://www.tinkoff.ru/invest/bonds/RU000A1004A2/
693,Экспобанк БО выпуск 3,RU000A102WL1,6,989.9,Высокий,18.62,1000.0,4.0,74.48,335.16,7.45,https://www.tinkoff.ru/invest/bonds/RU000A102WL1/
694,АФК Система выпуск 1,RU000A0JVUK8,1,996.0,06.10.2023,38.98,1000.0,2.0,77.96,233.88,7.8,https://www.tinkoff.ru/invest/bonds/RU000A0JVUK8/
695,ВТБ Б-1-307,RU000A105HE0,1,996.5,Высокий,17.66,1000.0,4.0,70.64,52.98,7.06,https://www.tinkoff.ru/invest/bonds/RU000A105HE0/
696,Ямало-Ненецкий АО выпуск 2,RU000A0JX0Z8,2,49.9,Высокий,1.04,50.0,4.0,4.16,6.24,8.32,https://www.tinkoff.ru/invest/bonds/RU000A0JX0Z8/
697,Альфа-Банк 002Р выпуск 8,RU000A102A07,28,996.4,Высокий,25.66,1000.0,2.0,51.32,4310.88,5.13,https://www.tinkoff.ru/invest/bonds/RU000A102A07/
698,Сбер Банк 002P выпуск 1,RU000A103YM3,1,997.9,Высокий,38.11,1000.0,2.0,76.22,228.66,7.62,https://www.tinkoff.ru/invest/bonds/RU000A103YM3/
699,Самарская область выпуск 12,RU000A0JWM56,8,248.675,Высокий,5.22,250.0,4.0,20.88,125.28,8.35,https://www.tinkoff.ru/invest/bonds/RU000A0JWM56/
700,Оренбургская область выпуск 3,RU000A0JVM81,21,415.72,Средний,12.09,400.0,4.0,48.36,761.67,12.09,https://www.tinkoff.ru/invest/bonds/RU000A0JVM81/
701,Оренбургская область выпуск 4,RU000A0ZYKH5,50,945.5,Высокий,17.66,1000.0,4.0,70.64,2649.0,7.06,https://www.tinkoff.ru/invest/bonds/RU000A0ZYKH5/
702,Черкизово выпуск БО-001P-03,RU000A1024W4,5,980.8,Высокий,13.4,1000.0,4.0,53.6,201.0,5.36,https://www.tinkoff.ru/invest/bonds/RU000A1024W4/
703,Центр-Резерв БО-01,RU000A104TG3,24,1111.215,Низкий,14.88,950.0,12.0,178.56,357.12,18.8,https://www.tinkoff.ru/invest/bonds/RU000A104TG3/
704,Ненецкий АО выпуск 1,RU000A0ZYF61,13,97.43,Высокий,1.65,100.0,4.0,6.6,64.35,6.6,https://www.tinkoff.ru/invest/bonds/RU000A0ZYF61/
705,ДОМ.РФ 001P-14R,RU000A105SF4,9,985.9,Высокий,37.06,1000.0,2.0,74.12,2001.24,7.41,https://www.tinkoff.ru/invest/bonds/RU000A105SF4/
706,Московская область выпуск 12,RU000A100XP4,12,488.75,Высокий,7.57,500.0,4.0,30.28,272.52,6.06,https://www.tinkoff.ru/invest/bonds/RU000A100XP4/
707,Элемент Лизинг 001P выпуск 3,RU000A102VW0,5,248.675,Высокий,4.44,250.0,4.0,17.76,66.6,7.1,https://www.tinkoff.ru/invest/bonds/RU000A102VW0/
708,ПИК-Корпорация выпуск 5,RU000A105146,37,86309.4242,Высокий,2403.46,97414.7,2.0,4806.92,533568.12,4.93,https://www.tinkoff.ru/invest/bonds/RU000A105146/
709,СУЭК-Финанс выпуск 4,RU000A100Y50,17,999.0,19.10.2023,31.32,1000.0,2.0,62.64,3194.64,6.26,https://www.tinkoff.ru/invest/bonds/RU000A100Y50/
710,Самарская область 35015,RU000A1020L5,34,642.88,Высокий,8.79,700.0,4.0,35.16,896.58,5.02,https://www.tinkoff.ru/invest/bonds/RU000A1020L5/
711,РЖД 001Р выпуск 12,RU000A1002C2,3,996.1,Высокий,37.67,1000.0,2.0,75.34,678.06,7.53,https://www.tinkoff.ru/invest/bonds/RU000A1002C2/
712,ВТБ Б-1-231,RU000A103BE8,8,985.4,Высокий,15.66,1000.0,4.0,62.64,375.84,6.26,https://www.tinkoff.ru/invest/bonds/RU000A103BE8/
713,ФСК Россети БО-3,RU000A0ZYDH0,18,997.6,20.10.2023,10.79,1000.0,4.0,43.16,582.66,4.32,https://www.tinkoff.ru/invest/bonds/RU000A0ZYDH0/
714,Республика Коми выпуск 14,RU000A0JXUD9,8,741.525,Высокий,13.66,750.0,4.0,54.64,327.84,7.29,https://www.tinkoff.ru/invest/bonds/RU000A0JXUD9/
715,Москва выпуск 73,RU000A1030T7,30,945.8,Высокий,30.45,1000.0,2.0,60.9,5481.0,6.09,https://www.tinkoff.ru/invest/bonds/RU000A1030T7/
716,Борец Капитал ЗО-2026,RU000A105GN3,35,88647.377,Высокий,2542.49,97414.7,2.0,5084.98,533922.9,5.22,https://www.tinkoff.ru/invest/bonds/RU000A105GN3/
717,Московская область выпуск 10,RU000A0JX0B9,1,349.86,Средний,7.31,350.0,4.0,29.24,21.93,8.35,https://www.tinkoff.ru/invest/bonds/RU000A0JX0B9/
718,Мосрегионлифт БО-02,RU000A106DJ6,9,1001.8,Средний,10.88,1000.0,12.0,130.56,97.92,13.06,https://www.tinkoff.ru/invest/bonds/RU000A106DJ6/
719,РусГидро БО-П10,RU000A106037,53,1011.4,Высокий,30.97,1000.0,4.0,123.88,4924.23,12.39,https://www.tinkoff.ru/invest/bonds/RU000A106037/
720,ОФЗ 29007,SU29007RMFS0,41,1002.03,Высокий,39.93,1000.0,2.0,79.86,9822.78,7.99,https://www.tinkoff.ru/invest/bonds/SU29007RMFS0/
721,РСХБ БO-01 выпуск 2,RU000A105L01,25,986.1,Высокий,6.53,1000.0,12.0,78.36,163.25,7.84,https://www.tinkoff.ru/invest/bonds/RU000A105L01/
722,ОФЗ 29006,SU29006RMFS2,15,993.89,Высокий,36.98,1000.0,2.0,73.96,3328.2,7.4,https://www.tinkoff.ru/invest/bonds/SU29006RMFS2/
723,Асфальтобетонный завод № 1 выпуск 1,RU000A102LW1,2,175.805,Высокий,4.52,175.0,4.0,18.08,27.12,10.33,https://www.tinkoff.ru/invest/bonds/RU000A102LW1/
724,Глобал Факторинг Нетворк Рус,RU000A105JN7,25,1129.9,Низкий,14.27,1000.0,12.0,171.24,356.75,17.12,https://www.tinkoff.ru/invest/bonds/RU000A105JN7/
725,АПРИ Флай Плэнинг,RU000A105DS9,37,1014.9,Средний,52.03,1000.0,4.0,208.12,5775.33,20.81,https://www.tinkoff.ru/invest/bonds/RU000A105DS9/
726,МегаФон БО-001P-06,RU000A1006G4,5,991.1,Высокий,38.54,1000.0,2.0,77.08,1156.2,7.71,https://www.tinkoff.ru/invest/bonds/RU000A1006G4/
727,Томская область выпуск 62,RU000A0ZYMJ7,14,491.2,Средний,8.09,500.0,4.0,32.36,339.78,6.47,https://www.tinkoff.ru/invest/bonds/RU000A0ZYMJ7/
728,ОФЗ 29010,SU29010RMFS4,134,1032.18,Высокий,38.19,1000.0,2.0,76.38,30704.76,7.64,https://www.tinkoff.ru/invest/bonds/SU29010RMFS4/
729,Леди&Джентльмен выпуск 1,RU000A1014V7,1,999.3,Средний,10.0,1000.0,12.0,120.0,10.0,12.0,https://www.tinkoff.ru/invest/bonds/RU000A1014V7/
730,ВТБ Б-1-313,RU000A105BH6,22,999.9,Высокий,5.66,1000.0,12.0,67.92,124.52,6.79,https://www.tinkoff.ru/invest/bonds/RU000A105BH6/
731,ОФЗ 29008,SU29008RMFS8,72,1015.95,Высокий,37.67,1000.0,2.0,75.34,16273.44,7.53,https://www.tinkoff.ru/invest/bonds/SU29008RMFS8/
732,ОФЗ 29009,SU29009RMFS6,103,1030.5,Высокий,37.76,1000.0,2.0,75.52,23335.68,7.55,https://www.tinkoff.ru/invest/bonds/SU29009RMFS6/
733,Газпром Капитал ЗО24-1-Ф,RU000A1059A6,6,116685.959429,Высокий,2196.75,118826.5,2.0,4393.5,79083.0,3.7,https://www.tinkoff.ru/invest/bonds/RU000A1059A6/
734,Альфа-Банк 001Р выпуск 7,RU000A106VT7,11,1002.8,Средний,9.22,1000.0,12.0,110.64,101.42,11.06,https://www.tinkoff.ru/invest/bonds/RU000A106VT7/
735,РЖД 001Р выпуск 8,RU000A0ZZGT5,58,1011.0,Высокий,49.33,1000.0,2.0,98.66,17166.84,9.87,https://www.tinkoff.ru/invest/bonds/RU000A0ZZGT5/
736,Озон выпуск 1,RU000A1060X6,29,1113.7,Высокий,28.19,1000.0,4.0,112.76,2452.53,11.28,https://www.tinkoff.ru/invest/bonds/RU000A1060X6/
737,АФК Система выпуск 4,RU000A0JWYQ5,1,991.6,08.11.2023,27.49,1000.0,2.0,54.98,164.94,5.5,https://www.tinkoff.ru/invest/bonds/RU000A0JWYQ5/
738,Газпром капитал ЗО28-1-Е,RU000A105BY1,61,77269.1619,Высокий,1660.39,103163.1,1.0,1660.39,1215405.48,1.61,https://www.tinkoff.ru/invest/bonds/RU000A105BY1/
739,Газпром Капитал ЗО30-1-Д,RU000A105SG2,76,74717.7568029,Высокий,1377.12,97414.7,2.0,2754.24,627966.72,2.83,https://www.tinkoff.ru/invest/bonds/RU000A105SG2/
740,Газпром Капитал ЗО37-1-Д,RU000A105RH2,166,92290.8816094,Высокий,3088.24,97414.7,2.0,6176.48,3075887.04,6.34,https://www.tinkoff.ru/invest/bonds/RU000A105RH2/
741,Газпром капитал ЗО31-1-Д,RU000A105JT4,93,72574.2437441,Высокий,1483.09,97414.7,2.0,2966.18,827564.22,3.04,https://www.tinkoff.ru/invest/bonds/RU000A105JT4/
742,Газпром Капитал ЗО27-1-Е,RU000A105RZ4,40,83665.2741,Высокий,1346.24,103163.1,1.0,1346.24,646195.2,1.3,https://www.tinkoff.ru/invest/bonds/RU000A105RZ4/
743,Газпром капитал ЗО29-1-Д,RU000A105KU0,63,76799.8986007,Высокий,1250.02,97414.7,2.0,2500.04,472507.56,2.57,https://www.tinkoff.ru/invest/bonds/RU000A105KU0/
744,Газпром 2034,RU000A105A95,126,102538.71322,Высокий,3654.87,97414.7,2.0,7309.74,2763081.72,7.5,https://www.tinkoff.ru/invest/bonds/RU000A105A95/
745,ОФЗ 25084,SU25084RMFS3,2,999.87,Высокий,22.97,1000.0,2.0,45.94,275.64,4.59,https://www.tinkoff.ru/invest/bonds/SU25084RMFS3/
746,Газпром Капитал ЗО28-1-Д,RU000A105R62,52,88150.56203,Высокий,2097.57,97414.7,2.0,4195.14,654441.84,4.31,https://www.tinkoff.ru/invest/bonds/RU000A105R62/
747,Газпром Капитал ЗО26-1-Е,RU000A105WH2,29,91814.9526738,Высокий,2243.73,103163.1,1.0,2243.73,780818.04,2.17,https://www.tinkoff.ru/invest/bonds/RU000A105WH2/
748,Газпром капитал ЗО27-2-Д,RU000A105JH9,44,83751.7038368,Высокий,1271.24,97414.7,2.0,2542.48,335607.36,2.61,https://www.tinkoff.ru/invest/bonds/RU000A105JH9/
