,Название,Код,Цена,Рейтинг,Срок(месяца),Дата купона,НКД,Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Осталось выплат,Доходность(% в год),Доходность(все время),Ссылка,Статус квал. инвестора
346,Синара - Транспортные Машины выпуск 2,RU000A103G00,863.5,Высокий,27.0,2024-07-24,16.0,37.67,1000.0,2.0,75.34,4.0,8.72,151.0,https://www.tinkoff.ru/invest/bonds/RU000A103G00/,Не важен / Неизвестно
347,ГТЛК 1P-08,RU000A0ZYR91,888.9,Средний,105.0,2024-04-30,19.0,24.53,1000.0,4.0,98.12,35.0,11.04,859.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYR91/,Не важен / Неизвестно
348,Балтийский лизинг БО-П06,RU000A1058M3,955.7,Высокий,17.0,2024-09-25,1.0,47.24,1000.0,2.0,94.48,3.0,9.89,142.0,https://www.tinkoff.ru/invest/bonds/RU000A1058M3/,Не важен / Неизвестно
349,Делимобиль 1Р-02,RU000A106A86,947.0,Высокий,25.0,2024-05-24,13.0,27.49,1000.0,4.0,109.96,8.0,11.61,220.0,https://www.tinkoff.ru/invest/bonds/RU000A106A86/,Не важен / Неизвестно
350,ВИС Финанс выпуск 3,RU000A1060Y4,953.3,Высокий,24.0,2024-06-18,4.0,27.93,1000.0,4.0,111.72,8.0,11.72,223.0,https://www.tinkoff.ru/invest/bonds/RU000A1060Y4/,Не важен / Неизвестно
351,Софтлайн выпуск 002Р-01,RU000A106A78,947.4,Средний,22.0,2024-05-24,12.0,26.88,1000.0,4.0,107.52,7.0,11.35,188.0,https://www.tinkoff.ru/invest/bonds/RU000A106A78/,Не важен / Неизвестно
352,Борец Капитал 1P-01,RU000A105ZX2,936.9,Высокий,23.0,2024-06-20,3.0,25.66,1000.0,4.0,102.64,8.0,10.96,205.0,https://www.tinkoff.ru/invest/bonds/RU000A105ZX2/,Не важен / Неизвестно
353,Альфа-Банк 002Р-18,RU000A105HJ9,959.0,Высокий,7.0,2024-05-30,31.0,40.28,1000.0,2.0,80.56,1.0,8.4,40.0,https://www.tinkoff.ru/invest/bonds/RU000A105HJ9/,Не важен / Неизвестно
354,ГТЛК выпуск 7,RU000A0ZYNY4,912.7,Средний,105.0,2024-04-12,25.0,25.32,1000.0,4.0,101.28,35.0,11.1,886.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYNY4/,Не важен / Неизвестно
355,РЕСО-Лизинг БО-П выпуск 7,RU000A100XU4,962.8,Средний,6.0,2024-04-12,40.0,37.5,1000.0,2.0,75.0,1.0,7.79,38.0,https://www.tinkoff.ru/invest/bonds/RU000A100XU4/,Не важен / Неизвестно
356,NexTouch выпуск 1,RU000A103WZ9,978.8,Средний,6.0,2024-04-23,21.0,24.88,1000.0,4.0,99.52,2.0,10.17,50.0,https://www.tinkoff.ru/invest/bonds/RU000A103WZ9/,Не важен / Неизвестно
357,ГТЛК выпуск 14,RU000A100FE5,916.0,Средний,121.0,2024-06-06,7.0,24.36,1000.0,4.0,97.44,40.0,10.64,974.0,https://www.tinkoff.ru/invest/bonds/RU000A100FE5/,Не важен / Неизвестно
358,Ульяновская область,RU000A101U61,869.4,Средний,38.0,2024-06-28,17.0,28.62,1000.0,2.0,57.24,6.0,6.58,172.0,https://www.tinkoff.ru/invest/bonds/RU000A101U61/,Не важен / Неизвестно
359,СДЭК-Глобал выпуск 1,RU000A102SM7,909.8,Средний,34.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102SM7/,Не важен / Неизвестно
360,ЭР-Телеком Холдинг выпуск 3,RU000A106JV8,959.1,Высокий,15.0,2024-04-11,26.0,26.01,1000.0,4.0,104.04,5.0,10.85,130.0,https://www.tinkoff.ru/invest/bonds/RU000A106JV8/,Не важен / Неизвестно
361,ГТЛК выпуск 6,RU000A0JVWJ6,945.5,Средний,18.0,2024-04-22,22.0,25.23,1000.0,4.0,100.92,6.0,10.67,151.0,https://www.tinkoff.ru/invest/bonds/RU000A0JVWJ6/,Не важен / Неизвестно
362,ЕвроТранс БО-001P-02,RU000A105TS5,968.7,Средний,21.0,2024-04-04,9.0,9.57,1000.0,12.0,114.84,21.0,11.86,201.0,https://www.tinkoff.ru/invest/bonds/RU000A105TS5/,Не важен / Неизвестно
363,Делимобиль выпуск 1,RU000A1052T1,968.4,Высокий,16.0,2024-05-08,19.0,28.19,1000.0,4.0,112.76,5.0,11.64,141.0,https://www.tinkoff.ru/invest/bonds/RU000A1052T1/,Не важен / Неизвестно
364,КАМАЗ,RU000A104ZC9,986.5,Высокий,15.0,2024-04-19,21.0,23.4,1000.0,4.0,93.6,5.0,9.49,117.0,https://www.tinkoff.ru/invest/bonds/RU000A104ZC9/,Не важен / Неизвестно
365,Боржоми Финанс 001Р-02,RU000A107TB7,1003.0,Высокий,34.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107TB7/,Не важен / Неизвестно
366,Асфальтобетонный завод № 1 выпуск 2,RU000A1046N6,980.3,Средний,8.0,2024-06-04,9.0,27.58,1000.0,4.0,110.32,3.0,11.25,83.0,https://www.tinkoff.ru/invest/bonds/RU000A1046N6/,Не важен / Неизвестно
367,Синара - Транспортные Машины выпуск 3,RU000A105M91,940.0,Высокий,44.0,2024-06-14,5.0,24.88,1000.0,4.0,99.52,15.0,10.59,373.0,https://www.tinkoff.ru/invest/bonds/RU000A105M91/,Не важен / Неизвестно
368,Брусника выпуск 2,RU000A102Y58,999.1,Средний,0.0,2024-04-01,,20.79,1000.0,4.0,83.16,0.0,8.32,0.0,https://www.tinkoff.ru/invest/bonds/RU000A102Y58/,Не важен / Неизвестно
369,АФК Система выпуск 23,RU000A104693,909.5,Средний,91.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A104693/,Не важен / Неизвестно
370,ГТЛК выпуск 4,RU000A0JXPG2,945.1,Высокий,96.0,2024-04-16,25.0,26.71,1000.0,4.0,106.84,32.0,11.3,855.0,https://www.tinkoff.ru/invest/bonds/RU000A0JXPG2/,Не важен / Неизвестно
371,Вита Лайн 001Р выпуск 1,RU000A102200,977.5,Средний,4.0,2024-05-20,11.0,21.66,1000.0,4.0,86.64,1.0,8.86,22.0,https://www.tinkoff.ru/invest/bonds/RU000A102200/,Не важен / Неизвестно
372,ГТЛК 002Р-02,RU000A105KB0,918.5,Средний,163.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105KB0/,Не важен / Неизвестно
373,Почта России,RU000A101ZH4,967.8,Высокий,75.0,2024-07-30,10.0,25.58,1000.0,2.0,51.16,12.0,5.29,307.0,https://www.tinkoff.ru/invest/bonds/RU000A101ZH4/,Не важен / Неизвестно
374,ГТЛК выпуск 13,RU000A1003A4,866.3,Средний,117.0,2024-05-03,15.0,20.71,1000.0,4.0,82.84,39.0,9.56,808.0,https://www.tinkoff.ru/invest/bonds/RU000A1003A4/,Не важен / Неизвестно
375,ГТЛК выпуск 16,RU000A101GD3,418.9,Высокий,46.0,2024-05-23,3.0,7.48,500.0,4.0,29.92,15.0,7.14,112.0,https://www.tinkoff.ru/invest/bonds/RU000A101GD3/,Не важен / Неизвестно
376,Практика ЛК 001P-02,RU000A1074N8,944.418,Средний,31.0,2024-04-28,1.0,10.88,940.0,12.0,130.56,31.0,13.82,337.0,https://www.tinkoff.ru/invest/bonds/RU000A1074N8/,Не важен / Неизвестно
377,Сэтл Групп 2Р-02,RU000A105X64,946.1,Высокий,23.0,2024-06-06,8.0,26.45,1000.0,4.0,105.8,8.0,11.18,212.0,https://www.tinkoff.ru/invest/bonds/RU000A105X64/,Не важен / Неизвестно
378,ГК Самолет выпуск 12,RU000A104YT6,974.6,Высокий,15.0,2024-04-12,29.0,28.71,1000.0,4.0,114.84,5.0,11.78,144.0,https://www.tinkoff.ru/invest/bonds/RU000A104YT6/,Не важен / Неизвестно
379,Симпл Солюшнз Кэпитл 001P-01,RU000A107SG8,1001.4,Средний,116.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107SG8/,Не важен / Неизвестно
380,Alfa 2030,XS2063279959,83036.981314,Средний,72.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/XS2063279959/,Не важен / Неизвестно
381,КарМани выпуск 2,RU000A1058U6,729.4,Средний,17.0,2024-04-21,3.0,9.48,700.0,12.0,113.76,17.0,15.6,161.0,https://www.tinkoff.ru/invest/bonds/RU000A1058U6/,Не важен / Неизвестно
382,Электрорешения выпуск 1,RU000A106HF5,941.0,Средний,27.0,2024-04-08,28.0,26.62,1000.0,4.0,106.48,9.0,11.32,240.0,https://www.tinkoff.ru/invest/bonds/RU000A106HF5/,Не важен / Неизвестно
383,Заслон выпуск 1,RU000A1064X8,945.0,Средний,24.0,2024-04-18,56.0,54.2,1000.0,2.0,108.4,4.0,11.47,217.0,https://www.tinkoff.ru/invest/bonds/RU000A1064X8/,Не важен / Неизвестно
384,ТД РКС-Сочи 002Р-2,RU000A104KS7,994.9,Средний,10.0,2024-05-21,16.0,32.19,1000.0,4.0,128.76,3.0,12.94,97.0,https://www.tinkoff.ru/invest/bonds/RU000A104KS7/,Не важен / Неизвестно
385,Атомстройкомплекс БО-П01,RU000A102VY6,881.9,Высокий,23.0,2024-09-18,2.0,36.8,1000.0,2.0,73.6,4.0,8.35,147.0,https://www.tinkoff.ru/invest/bonds/RU000A102VY6/,Не важен / Неизвестно
386,ГТЛК выпуск 18,RU000A101SC0,812.9,Средний,133.0,2024-06-05,5.0,16.96,1000.0,4.0,67.84,44.0,8.35,746.0,https://www.tinkoff.ru/invest/bonds/RU000A101SC0/,Не важен / Неизвестно
387,ЕвроТранс БО-001P-03,RU000A1061K1,965.8,Средний,35.0,2024-04-28,1.0,9.66,1000.0,12.0,115.92,35.0,12.0,338.0,https://www.tinkoff.ru/invest/bonds/RU000A1061K1/,Не важен / Неизвестно
388,Новые технологии,RU000A105DL4,969.8,Высокий,43.0,2024-05-07,54.0,58.55,1000.0,2.0,117.1,7.0,12.07,410.0,https://www.tinkoff.ru/invest/bonds/RU000A105DL4/,Не важен / Неизвестно
389,ЛСР выпуск 4,RU000A100WA8,387.2,Высокий,5.0,2024-06-28,0.0,7.31,400.0,4.0,29.24,2.0,7.55,15.0,https://www.tinkoff.ru/invest/bonds/RU000A100WA8/,Не важен / Неизвестно
390,Джи-групп 2Р-02,RU000A105Q97,665.33666,Высокий,2.0,2024-06-27,1.0,20.88,666.67,4.0,83.52,1.0,12.55,21.0,https://www.tinkoff.ru/invest/bonds/RU000A105Q97/,Не важен / Неизвестно
391,Светофор Групп выпуск 2,RU000A1020W2,680.4,Средний,16.0,2024-05-09,12.0,18.18,700.0,4.0,72.72,5.0,10.69,91.0,https://www.tinkoff.ru/invest/bonds/RU000A1020W2/,Не важен / Неизвестно
392,Нафтатранс Плюс выпуск 5,RU000A106Y21,1034.5,Средний,29.0,2024-04-23,4.0,13.57,1000.0,12.0,162.84,29.0,15.74,394.0,https://www.tinkoff.ru/invest/bonds/RU000A106Y21/,Не важен / Неизвестно
393,Кыргызская Республика выпуск 01 RUB,KG000A3LSJ06,98.61,Средний,20.0,2024-06-26,0.0,3.13,100.0,4.0,12.52,7.0,12.7,22.0,https://www.tinkoff.ru/invest/bonds/KG000A3LSJ06/,Не важен / Неизвестно
394,Балтийский лизинг БО-П07,RU000A106144,939.0,Высокий,23.0,2024-09-26,1.0,47.68,1000.0,2.0,95.36,4.0,10.16,191.0,https://www.tinkoff.ru/invest/bonds/RU000A106144/,Не важен / Неизвестно
395,Центр-Резерв БО-01,RU000A104TG3,918.0,Низкий,18.0,2024-04-06,12.0,13.31,850.0,12.0,159.72,18.0,17.4,240.0,https://www.tinkoff.ru/invest/bonds/RU000A104TG3/,Не важен / Неизвестно
396,ЕАБР,RU000A1050H0,927.5,Высокий,15.0,2024-07-30,15.0,40.54,1000.0,2.0,81.08,2.0,8.74,81.0,https://www.tinkoff.ru/invest/bonds/RU000A1050H0/,Не важен / Неизвестно
397,Медси выпуск 001Р-02,RU000A105YB1,918.9,Высокий,166.0,2024-06-13,5.0,21.75,1000.0,4.0,87.0,55.0,9.47,1196.0,https://www.tinkoff.ru/invest/bonds/RU000A105YB1/,Не важен / Неизвестно
398,Медси 1P01,RU000A105YA3,952.8,Высокий,166.0,2024-06-13,4.0,21.32,1000.0,4.0,85.28,55.0,8.95,1173.0,https://www.tinkoff.ru/invest/bonds/RU000A105YA3/,Не важен / Неизвестно
399,ПРОМОМЕД ДМ выпуск 2,RU000A103G91,981.5,Средний,3.0,2024-07-26,17.0,40.98,1000.0,2.0,81.96,0.0,8.35,0.0,https://www.tinkoff.ru/invest/bonds/RU000A103G91/,Не важен / Неизвестно
400,Гидромашсервис БО выпуск 3,RU000A1026H0,986.6,Высокий,77.0,2024-09-27,1.0,54.2,1000.0,2.0,108.4,13.0,10.99,705.0,https://www.tinkoff.ru/invest/bonds/RU000A1026H0/,Не важен / Неизвестно
401,Группа Продовольствие 001P-01,RU000A103455,996.9,Средний,1.0,2024-04-08,7.0,8.53,1000.0,12.0,102.36,1.0,10.27,9.0,https://www.tinkoff.ru/invest/bonds/RU000A103455/,Не важен / Неизвестно
402,Whoosh выпуск 2,RU000A106HB4,935.0,Высокий,27.0,2024-04-04,28.0,25.58,1000.0,4.0,102.32,9.0,10.94,230.0,https://www.tinkoff.ru/invest/bonds/RU000A106HB4/,Не важен / Неизвестно
403,АФК Система выпуск 20,RU000A103372,870.9,Средний,85.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103372/,Не важен / Неизвестно
404,Джи-групп 2Р-03,RU000A106Z38,1000.9,Высокий,29.0,2024-04-02,38.0,33.32,1000.0,4.0,133.28,10.0,13.32,333.0,https://www.tinkoff.ru/invest/bonds/RU000A106Z38/,Не важен / Неизвестно
405,Европлан выпуск 6,RU000A106F40,950.2,Высокий,14.0,2024-06-25,1.0,22.18,1000.0,4.0,88.72,5.0,9.34,111.0,https://www.tinkoff.ru/invest/bonds/RU000A106F40/,Не важен / Неизвестно
406,ЛСР выпуск 6,RU000A102T63,728.24,Высокий,22.0,2024-05-28,6.0,13.83,800.0,4.0,55.32,7.0,7.6,97.0,https://www.tinkoff.ru/invest/bonds/RU000A102T63/,Не важен / Неизвестно
407,ГК Самолет выпуск 13,RU000A107RZ0,995.2,Высокий,33.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107RZ0/,Не важен / Неизвестно
408,ЕвроТранс,RU000A105PP9,976.9,Средний,20.0,2024-04-20,4.0,9.57,1000.0,12.0,114.84,20.0,11.76,191.0,https://www.tinkoff.ru/invest/bonds/RU000A105PP9/,Не важен / Неизвестно
409,АФК Система выпуск 9,RU000A1005L6,931.6,Высокий,58.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1005L6/,Не важен / Неизвестно
410,Полюс ПБО-1,RU000A100XC2,959.5,Высокий,66.0,2024-04-08,35.0,31.32,1000.0,2.0,62.64,11.0,6.53,345.0,https://www.tinkoff.ru/invest/bonds/RU000A100XC2/,Не важен / Неизвестно
411,Кировский завод выпуск 1,RU000A101S99,955.3,Средний,14.0,2024-06-04,8.0,23.84,1000.0,4.0,95.36,5.0,9.98,119.0,https://www.tinkoff.ru/invest/bonds/RU000A101S99/,Не важен / Неизвестно
412,Мираторг выпуск 1,RU000A103KA7,974.0,Высокий,4.0,2024-08-15,10.0,35.93,1000.0,2.0,71.86,1.0,7.38,36.0,https://www.tinkoff.ru/invest/bonds/RU000A103KA7/,Не важен / Неизвестно
413,Автодор БО-2 выпуск 5,RU000A1017H9,749.28,Средний,68.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1017H9/,Не важен / Неизвестно
414,ИЭК Холдинг 001P-02,RU000A107E08,1008.1,Высокий,8.0,2024-04-13,8.0,11.57,1000.0,12.0,138.84,8.0,13.77,93.0,https://www.tinkoff.ru/invest/bonds/RU000A107E08/,Не важен / Неизвестно
415,Кыргызская Республика выпуск 01 RUB,KG000A3LSJ06,98.61,Средний,20.0,2024-06-26,0.0,3.13,100.0,4.0,12.52,7.0,12.7,22.0,https://www.tinkoff.ru/invest/bonds/KG000A3LSJ06/,Не важен / Неизвестно
416,РЕСОЛиБП22,RU000A106DP3,915.1,Высокий,110.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106DP3/,Не важен / Неизвестно
417,РЕСО-Лизинг БО-П выпуск 5,RU000A100NS9,914.4,Высокий,16.0,2024-08-29,7.0,36.8,1000.0,2.0,73.6,3.0,8.05,110.0,https://www.tinkoff.ru/invest/bonds/RU000A100NS9/,Не важен / Неизвестно
418,Аренза-Про выпуск 1,RU000A104C78,299.07,Средний,8.0,2024-06-24,0.0,9.4,300.0,4.0,37.6,3.0,12.57,28.0,https://www.tinkoff.ru/invest/bonds/RU000A104C78/,Не важен / Неизвестно
419,Первое коллекторское бюро 001Р выпуск 2,RU000A103RJ3,579.42,Средний,17.0,2024-06-21,1.0,13.92,600.0,4.0,55.68,6.0,9.61,84.0,https://www.tinkoff.ru/invest/bonds/RU000A103RJ3/,Не важен / Неизвестно
420,HENDERSON выпуск 1,RU000A103Q08,583.68,Высокий,11.0,2024-06-25,1.0,13.66,600.0,4.0,54.64,4.0,9.36,55.0,https://www.tinkoff.ru/invest/bonds/RU000A103Q08/,Не важен / Неизвестно
421,ПРОМОМЕД ДМ 2P-01,RU000A1061A2,943.4,Средний,23.0,2024-09-27,1.0,52.2,1000.0,2.0,104.4,4.0,11.07,209.0,https://www.tinkoff.ru/invest/bonds/RU000A1061A2/,Не важен / Неизвестно
422,Сэтл Групп 2Р-01,RU000A1053A9,963.1,Высокий,16.0,2024-05-15,15.0,26.27,1000.0,4.0,105.08,5.0,10.91,131.0,https://www.tinkoff.ru/invest/bonds/RU000A1053A9/,Не важен / Неизвестно
423,НПФ МИКРАН выпуск 1,RU000A106F08,950.5,Средний,26.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106F08/,Не важен / Неизвестно
424,Гидромашсервис БО выпуск 3,RU000A1026H0,986.6,Высокий,77.0,2024-09-27,1.0,54.2,1000.0,2.0,108.4,13.0,10.99,705.0,https://www.tinkoff.ru/invest/bonds/RU000A1026H0/,Не важен / Неизвестно
425,Аэрофьюэлз 002Р-02,RU000A107AW3,1015.3,Средний,31.0,2024-05-31,13.0,34.63,1000.0,4.0,138.52,10.0,13.64,346.0,https://www.tinkoff.ru/invest/bonds/RU000A107AW3/,Не важен / Неизвестно
426,Томск выпуск 7,RU000A1018A2,387.0,Средний,8.0,2024-05-31,2.0,6.35,400.0,4.0,25.4,3.0,6.56,19.0,https://www.tinkoff.ru/invest/bonds/RU000A1018A2/,Не важен / Неизвестно
427,Нижегородская область выпуск 14,RU000A101665,659.33,Высокий,14.0,2024-06-07,3.0,10.18,700.0,4.0,40.72,5.0,6.18,51.0,https://www.tinkoff.ru/invest/bonds/RU000A101665/,Не важен / Неизвестно
428,Автодор БО-3 выпуск 1,RU000A102H91,785.989,Средний,20.0,2024-06-11,18.0,26.19,895.0,2.0,52.38,3.0,6.66,79.0,https://www.tinkoff.ru/invest/bonds/RU000A102H91/,Не важен / Неизвестно
429,Новотранс выпуск 2,RU000A103133,938.7,Высокий,24.0,2024-04-18,18.0,19.84,1000.0,4.0,79.36,8.0,8.45,159.0,https://www.tinkoff.ru/invest/bonds/RU000A103133/,Не важен / Неизвестно
430,Медси выпуск 001P-03,RU000A106K27,936.9,Высокий,170.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106K27/,Не важен / Неизвестно
431,АФК Система выпуск 21,RU000A103C95,870.3,Высокий,86.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103C95/,Не важен / Неизвестно
432,Первое коллекторское бюро 001Р выпуск 3,RU000A1047S3,682.15,Средний,20.0,2024-06-07,5.0,18.53,700.0,4.0,74.12,7.0,10.87,130.0,https://www.tinkoff.ru/invest/bonds/RU000A1047S3/,Не важен / Неизвестно
433,ЛСР выпуск 8,RU000A106888,958.9,Высокий,25.0,2024-05-15,16.0,27.58,1000.0,4.0,110.32,8.0,11.5,221.0,https://www.tinkoff.ru/invest/bonds/RU000A106888/,Не важен / Неизвестно
434,Башкирская содовая компания выпуск 3,RU000A106JZ9,928.0,Высокий,27.0,2024-04-12,23.0,22.97,1000.0,4.0,91.88,9.0,9.9,207.0,https://www.tinkoff.ru/invest/bonds/RU000A106JZ9/,Не важен / Неизвестно
435,АФК Система выпуск 18,RU000A102SV8,988.9,Высокий,82.0,2024-05-27,13.0,29.49,1000.0,4.0,117.96,27.0,11.93,796.0,https://www.tinkoff.ru/invest/bonds/RU000A102SV8/,Не важен / Неизвестно
436,Novabev Group БО-П04,RU000A102GU5,909.8,Высокий,20.0,2024-06-07,23.0,31.32,1000.0,2.0,62.64,3.0,6.89,94.0,https://www.tinkoff.ru/invest/bonds/RU000A102GU5/,Не важен / Неизвестно
