,Название,Код,Цена,Рейтинг,Срок(месяца),Дата купона,НКД,Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Доходность(все время),Доходность(% в год),Ссылка,Статус квалифицированного инвестора
399,Томск выпуск 7,RU000A1018A2,386.16,Средний,8.0,2024-05-31,1.0,6.35,400.0,4.0,25.4,12.7,6.58,https://www.tinkoff.ru/invest/bonds/RU000A1018A2/,
400,ГТЛК 1P-08,RU000A0ZYR91,896.8,Средний,105.0,2024-04-30,17.0,24.53,1000.0,4.0,98.12,637.78,10.94,https://www.tinkoff.ru/invest/bonds/RU000A0ZYR91/,
401,ГК Самолет выпуск 11,RU000A104JQ3,976.4,Высокий,46.0,2024-08-13,14.0,55.07,1000.0,2.0,110.14,1266.61,11.28,https://www.tinkoff.ru/invest/bonds/RU000A104JQ3/,
402,ЕвроТранс,RU000A105PP9,975.6,Средний,20.0,2024-04-20,1.0,9.57,1000.0,12.0,114.84,9.57,11.77,https://www.tinkoff.ru/invest/bonds/RU000A105PP9/,
403,Софтлайн выпуск 002Р-01,RU000A106A78,952.4,Средний,22.0,2024-05-24,10.0,26.88,1000.0,4.0,107.52,134.4,11.29,https://www.tinkoff.ru/invest/bonds/RU000A106A78/,
404,РЕСОЛиБП22,RU000A106DP3,914.0,Высокий,110.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A106DP3/,
405,СГ-транс выпуск 1,RU000A103YP6,969.7,Высокий,31.0,2024-04-29,15.0,21.4,1000.0,4.0,85.6,149.8,8.83,https://www.tinkoff.ru/invest/bonds/RU000A103YP6/,
406,Автодор БО-5P-01,RU000A106FR4,721.84,Средний,27.0,2024-06-27,19.0,35.76,800.0,2.0,71.52,464.88,9.91,https://www.tinkoff.ru/invest/bonds/RU000A106FR4/,
407,ФСК Россети БО-3,RU000A0ZYDH0,962.3,Высокий,341.0,2024-04-12,16.0,17.31,1000.0,4.0,69.24,1471.35,7.2,https://www.tinkoff.ru/invest/bonds/RU000A0ZYDH0/,
408,Хайтэк-Интеграция,RU000A104TM1,1006.4,Средний,13.0,2024-05-16,21.0,43.33,1000.0,4.0,173.32,129.99,17.22,https://www.tinkoff.ru/invest/bonds/RU000A104TM1/,
409,Балтийский лизинг БО-П06,RU000A1058M3,957.8,Высокий,17.0,2024-03-27,53.0,47.24,1000.0,2.0,94.48,377.92,9.86,https://www.tinkoff.ru/invest/bonds/RU000A1058M3/,
410,АФК Система выпуск 20,RU000A103372,869.0,Средний,85.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A103372/,
411,Европлан БО 06,RU000A100DG5,579.36,Высокий,61.0,2024-05-21,21.0,26.62,600.0,2.0,53.24,798.6,9.19,https://www.tinkoff.ru/invest/bonds/RU000A100DG5/,
412,Автодор БО-2 выпуск 5,RU000A1017H9,748.64,Средний,68.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1017H9/,
413,Т1 001Р-01,RU000A1071R5,1001.1,Высокий,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1071R5/,
414,Джи-групп 2Р-02,RU000A105Q97,998.7,Высокий,3.0,2024-03-28,35.0,31.41,1000.0,4.0,125.64,0.0,12.58,https://www.tinkoff.ru/invest/bonds/RU000A105Q97/,
415,СУЭК-Финанс выпуск 5,RU000A101CQ4,934.7,Высокий,69.0,2024-07-24,11.0,29.93,1000.0,2.0,59.86,1017.62,6.4,https://www.tinkoff.ru/invest/bonds/RU000A101CQ4/,
416,Лизинг-Трейд 001P-05,RU000A1053H4,1024.8,Средний,39.0,2024-04-08,8.0,13.57,1000.0,12.0,162.84,40.71,15.89,https://www.tinkoff.ru/invest/bonds/RU000A1053H4/,
417,Аэрофьюэлз 002Р-02,RU000A107AW3,1014.0,Средний,32.0,2024-05-31,10.0,34.63,1000.0,4.0,138.52,277.04,13.66,https://www.tinkoff.ru/invest/bonds/RU000A107AW3/,
418,Автодор БO-004P-04,RU000A106C92,902.9,Средний,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A106C92/,
419,Европлан БО 08,RU000A0ZZBV2,940.0,Высокий,50.0,2024-06-25,25.0,44.89,1000.0,2.0,89.78,1122.25,9.55,https://www.tinkoff.ru/invest/bonds/RU000A0ZZBV2/,
420,Атомстройкомплекс БО-П01,RU000A102VY6,882.0,Высокий,23.0,2024-09-18,1.0,36.8,1000.0,2.0,73.6,404.8,8.34,https://www.tinkoff.ru/invest/bonds/RU000A102VY6/,
421,Полюс ПБО-1,RU000A100XC2,959.7,Высокий,66.0,2024-04-08,34.0,31.32,1000.0,2.0,62.64,1033.56,6.53,https://www.tinkoff.ru/invest/bonds/RU000A100XC2/,
422,ИЭК Холдинг 001P-01,RU000A105PR5,962.0,Высокий,20.0,2024-03-26,31.0,27.49,1000.0,4.0,109.96,137.45,11.43,https://www.tinkoff.ru/invest/bonds/RU000A105PR5/,
423,Новые технологии,RU000A105DL4,971.8,Высокий,43.0,2024-05-07,51.0,58.55,1000.0,2.0,117.1,1229.55,12.05,https://www.tinkoff.ru/invest/bonds/RU000A105DL4/,
424,Медси 1P01,RU000A105YA3,950.6,Высокий,167.0,2024-06-13,3.0,21.32,1000.0,4.0,85.28,874.12,8.97,https://www.tinkoff.ru/invest/bonds/RU000A105YA3/,
425,Европлан 001Р-05,RU000A105518,951.9,Высокий,17.0,2024-05-29,7.0,22.71,1000.0,4.0,90.84,90.84,9.54,https://www.tinkoff.ru/invest/bonds/RU000A105518/,
426,ПРОМОМЕД ДМ 2P-01,RU000A1061A2,940.0,Средний,24.0,2024-03-29,58.0,52.2,1000.0,2.0,104.4,626.4,11.11,https://www.tinkoff.ru/invest/bonds/RU000A1061A2/,
427,Whoosh выпуск 2,RU000A106HB4,933.1,Высокий,27.0,2024-04-04,26.0,25.58,1000.0,4.0,102.32,153.48,10.97,https://www.tinkoff.ru/invest/bonds/RU000A106HB4/,
428,Кировский завод выпуск 1,RU000A101S99,955.3,Средний,14.0,2024-06-04,6.0,23.84,1000.0,4.0,95.36,71.52,9.98,https://www.tinkoff.ru/invest/bonds/RU000A101S99/,
429,Делимобиль 1Р-02,RU000A106A86,947.3,Высокий,25.0,2024-05-24,10.0,27.49,1000.0,4.0,109.96,164.94,11.61,https://www.tinkoff.ru/invest/bonds/RU000A106A86/,
430,Борец Капитал 1P-01,RU000A105ZX2,944.5,Высокий,23.0,2024-06-20,1.0,25.66,1000.0,4.0,102.64,128.3,10.87,https://www.tinkoff.ru/invest/bonds/RU000A105ZX2/,
431,Уральская Сталь БО-1Р-2,RU000A1066A1,920.3,Высокий,24.0,2024-04-26,17.0,22.97,1000.0,4.0,91.88,137.82,9.98,https://www.tinkoff.ru/invest/bonds/RU000A1066A1/,
432,Альфа-Банк 2Р-22,RU000A106268,947.0,Высокий,12.0,2024-04-06,45.0,42.28,1000.0,2.0,84.56,253.68,8.93,https://www.tinkoff.ru/invest/bonds/RU000A106268/,
433,ПКТ выпуск 2,RU000A0JW5E3,764.5,Высокий,22.0,2024-08-09,0.0,0.0,1000.0,2.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0JW5E3/,
434,Газпром Капитал БЗО26-1-Д,RU000A105QW3,76772.7742932,Высокий,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A105QW3/,
435,Башкирская содовая компания выпуск 2,RU000A101UR4,930.4,Высокий,14.0,2024-03-26,16.0,14.27,1000.0,4.0,57.08,42.81,6.13,https://www.tinkoff.ru/invest/bonds/RU000A101UR4/,
436,ЛСР выпуск 8,RU000A106888,958.0,Высокий,25.0,2024-05-15,14.0,27.58,1000.0,4.0,110.32,165.48,11.52,https://www.tinkoff.ru/invest/bonds/RU000A106888/,
437,Электрорешения выпуск 1,RU000A106HF5,948.0,Средний,27.0,2024-04-08,26.0,26.62,1000.0,4.0,106.48,159.72,11.23,https://www.tinkoff.ru/invest/bonds/RU000A106HF5/,
438,Европлан 001Р-03,RU000A103KJ8,945.0,Высокий,88.0,2024-08-16,8.0,37.06,1000.0,2.0,74.12,1630.64,7.84,https://www.tinkoff.ru/invest/bonds/RU000A103KJ8/,
439,Карачаево-Черкесская республика выпуск 1,RU000A0ZYL22,485.5,Высокий,8.0,2024-06-12,1.0,9.4,500.0,4.0,37.6,18.8,7.74,https://www.tinkoff.ru/invest/bonds/RU000A0ZYL22/,
440,ГК Самолет выпуск 13,RU000A107RZ0,996.0,Высокий,33.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A107RZ0/,
441,ЕвроТранс БО-001P-02,RU000A105TS5,976.5,Средний,21.0,2024-04-04,7.0,9.57,1000.0,12.0,114.84,9.57,11.76,https://www.tinkoff.ru/invest/bonds/RU000A105TS5/,
442,Автодор БО-3 выпуск 1,RU000A102H91,785.3625,Средний,20.0,2024-06-11,17.0,26.19,895.0,2.0,52.38,261.9,6.67,https://www.tinkoff.ru/invest/bonds/RU000A102H91/,
443,СЕЛЛ-Сервис БО-П02,RU000A106C50,988.0,Средний,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A106C50/,
444,Свердловская область выпуск 4,RU000A0ZYDU3,371.88,Высокий,18.0,2024-04-22,5.0,6.61,400.0,4.0,26.44,26.44,7.11,https://www.tinkoff.ru/invest/bonds/RU000A0ZYDU3/,
445,Европлан БО 05,RU000A1004K1,937.6,Высокий,58.0,2024-08-21,7.0,33.32,1000.0,2.0,66.64,966.28,7.11,https://www.tinkoff.ru/invest/bonds/RU000A1004K1/,
446,Медси выпуск 001Р-02,RU000A105YB1,921.8,Высокий,167.0,2024-06-13,3.0,21.75,1000.0,4.0,87.0,891.75,9.44,https://www.tinkoff.ru/invest/bonds/RU000A105YB1/,
447,Медси выпуск 001P-03,RU000A106K27,935.5,Высокий,171.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A106K27/,
448,Артген выпуск 1,RU000A103DT2,914.5,Средний,27.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A103DT2/,
449,Гидромашсервис выпуск 1,RU000A105Q89,954.2,Высокий,21.0,2024-03-28,28.0,26.01,1000.0,4.0,104.04,130.05,10.9,https://www.tinkoff.ru/invest/bonds/RU000A105Q89/,
450,Балтийский лизинг БО-П07,RU000A106144,944.6,Высокий,24.0,2024-03-28,54.0,47.68,1000.0,2.0,95.36,572.16,10.1,https://www.tinkoff.ru/invest/bonds/RU000A106144/,
451,Краснодарский край выпуск 1,RU000A0JXYS9,390.8,Высокий,4.0,2024-05-10,4.0,7.39,400.0,4.0,29.56,7.39,7.56,https://www.tinkoff.ru/invest/bonds/RU000A0JXYS9/,
452,СДЭК-Глобал выпуск 1,RU000A102SM7,918.1,Средний,34.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A102SM7/,
453,Южуралзолото ГК оббП03,RU000A106656,928.9,Высокий,18.0,2024-04-25,41.0,43.59,1000.0,2.0,87.18,392.31,9.39,https://www.tinkoff.ru/invest/bonds/RU000A106656/,
454,ГК Самолет выпуск 12,RU000A104YT6,979.9,Высокий,15.0,2024-04-12,26.0,28.71,1000.0,4.0,114.84,86.13,11.72,https://www.tinkoff.ru/invest/bonds/RU000A104YT6/,
455,Гидромашсервис БО выпуск 3,RU000A1026H0,985.0,Высокий,77.0,2024-03-29,61.0,54.2,1000.0,2.0,108.4,2059.6,11.01,https://www.tinkoff.ru/invest/bonds/RU000A1026H0/,
456,Восточная Стивидорная Компания выпуск 1,RU000A102G50,874.2,Высокий,20.0,2024-06-05,19.0,28.36,1000.0,2.0,56.72,283.6,6.49,https://www.tinkoff.ru/invest/bonds/RU000A102G50/,
457,РЕСО-Лизинг БО-П выпуск 5,RU000A100NS9,913.6,Высокий,17.0,2024-08-29,5.0,36.8,1000.0,2.0,73.6,294.4,8.06,https://www.tinkoff.ru/invest/bonds/RU000A100NS9/,
458,АФК Система выпуск 7,RU000A0ZYQY7,896.5,Высокий,45.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYQY7/,
459,ДОМ.РФ Социальные облигации выпуск 1,RU000A103RD6,956.7,Высокий,7.0,2024-05-15,28.0,34.63,1000.0,2.0,69.26,103.89,7.24,https://www.tinkoff.ru/invest/bonds/RU000A103RD6/,
460,Группа ЛСР 001P-09,RU000A1082X0,1000.0,Средний,35.0,2024-04-21,1.0,10.53,1000.0,12.0,126.36,21.06,12.64,https://www.tinkoff.ru/invest/bonds/RU000A1082X0/,
461,АФК Система выпуск 18,RU000A102SV8,991.5,Высокий,82.0,2024-05-27,10.0,29.49,1000.0,4.0,117.96,589.8,11.9,https://www.tinkoff.ru/invest/bonds/RU000A102SV8/,
462,Европлан выпуск 6,RU000A106F40,952.0,Высокий,14.0,2024-03-26,25.0,22.18,1000.0,4.0,88.72,66.54,9.32,https://www.tinkoff.ru/invest/bonds/RU000A106F40/,
463,Whoosh выпуск 1,RU000A104WS2,984.1,Высокий,15.0,2024-03-27,32.0,29.23,1000.0,4.0,116.92,87.69,11.88,https://www.tinkoff.ru/invest/bonds/RU000A104WS2/,
464,Авто Финанс Банк БО-1P выпуск 8,RU000A1030Y7,993.9,Высокий,0.0,2024-04-23,31.0,32.19,1000.0,2.0,64.38,0.0,6.48,https://www.tinkoff.ru/invest/bonds/RU000A1030Y7/,
465,Краснодарский край выпуск 2,RU000A0ZZ8X4,472.85,Высокий,14.0,2024-05-28,2.0,8.27,500.0,4.0,33.08,24.81,7.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ8X4/,
466,Нижегородская область выпуск 14,RU000A101665,659.05,Высокий,14.0,2024-06-07,2.0,10.18,700.0,4.0,40.72,30.54,6.18,https://www.tinkoff.ru/invest/bonds/RU000A101665/,
467,ЯТЭК 001Р-03,RU000A1070L0,1003.3,Высокий,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1070L0/,
468,Росагролизинг выпуск 1,RU000A101R09,918.9,Высокий,14.0,2024-05-29,23.0,31.84,1000.0,2.0,63.68,222.88,6.93,https://www.tinkoff.ru/invest/bonds/RU000A101R09/,
469,ТомскАдм 8,RU000A102LR1,560.34,Средний,21.0,2024-05-31,2.0,8.7,600.0,4.0,34.8,43.5,6.21,https://www.tinkoff.ru/invest/bonds/RU000A102LR1/,
470,АФК Система выпуск 21,RU000A103C95,870.6,Высокий,86.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A103C95/,
471,МТС Банк выпуск 2,RU000A1051U1,934.9,Высокий,16.0,2024-05-03,13.0,20.71,1000.0,4.0,82.84,82.84,8.86,https://www.tinkoff.ru/invest/bonds/RU000A1051U1/,
472,МОЭК выпуск 4,RU000A101XS6,940.0,Высокий,27.0,2024-07-17,18.0,43.15,1000.0,2.0,86.3,560.95,9.18,https://www.tinkoff.ru/invest/bonds/RU000A101XS6/,
473,Нафтатранс Плюс выпуск 5,RU000A106Y21,1039.5,Средний,29.0,2024-03-24,0.0,13.57,1000.0,12.0,162.84,27.14,15.67,https://www.tinkoff.ru/invest/bonds/RU000A106Y21/,
474,Всеинструменты.ру выпуск 4,RU000A1034M4,992.5,Средний,1.0,2024-05-20,9.0,21.23,1000.0,4.0,84.92,0.0,8.56,https://www.tinkoff.ru/invest/bonds/RU000A1034M4/,
475,Novabev Group БО-П04,RU000A102GU5,911.0,Высокий,20.0,2024-06-07,21.0,31.32,1000.0,2.0,62.64,313.2,6.88,https://www.tinkoff.ru/invest/bonds/RU000A102GU5/,
476,Банк ВТБ Б-1-319,RU000A106DN8,985.8,Высокий,2.0,2024-04-16,2.0,6.0,1000.0,12.0,72.0,0.0,7.3,https://www.tinkoff.ru/invest/bonds/RU000A106DN8/,
477,АльфаБанк 002Р выпуск 12,RU000A1036E6,985.0,Высокий,2.0,2024-06-04,21.0,31.15,1000.0,2.0,62.3,31.15,6.32,https://www.tinkoff.ru/invest/bonds/RU000A1036E6/,
478,ЭР-Телеком Холдинг ПБО-02-05,RU000A107BZ4,1008.5,Высокий,11.0,2024-06-06,7.0,34.19,1000.0,4.0,136.76,68.38,13.56,https://www.tinkoff.ru/invest/bonds/RU000A107BZ4/,
479,РУСАЛ Братск выпуск 1,RU000A0JWDN6,744.0,Высокий,24.0,2024-04-09,0.0,0.0,1000.0,2.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0JWDN6/,
480,Газпромбанк выпуск 10,RU000A0JUV08,965.8,Высокий,6.0,2024-03-26,40.0,35.32,1000.0,2.0,70.64,105.96,7.31,https://www.tinkoff.ru/invest/bonds/RU000A0JUV08/,
481,Европлан 001Р-04,RU000A103S14,485.9,Высокий,12.0,2024-03-26,10.0,9.48,500.0,4.0,37.92,28.44,7.8,https://www.tinkoff.ru/invest/bonds/RU000A103S14/,
482,АФК Система выпуск 5,RU000A0JWZY6,1000.0,Высокий,31.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0JWZY6/,
483,МТС 001P-22,RU000A1051T3,977.8,Высокий,4.0,2024-05-03,11.0,17.92,1000.0,4.0,71.68,17.92,7.33,https://www.tinkoff.ru/invest/bonds/RU000A1051T3/,
484,Кыргызская Республика выпуск 01 RUB,KG000A3LSJ06,98.82,Средний,21.0,2024-03-26,3.0,3.13,100.0,4.0,12.52,15.65,12.67,https://www.tinkoff.ru/invest/bonds/KG000A3LSJ06/,
485,ЕАБР 003P-006,RU000A105V90,924.5,Высокий,22.0,2024-08-16,10.0,44.89,1000.0,2.0,89.78,493.79,9.71,https://www.tinkoff.ru/invest/bonds/RU000A105V90/,
486,Автодор БО-6 выпуск 1,RU000A106XP1,997.0,Средний,5.0,2024-04-05,24.0,24.88,1000.0,4.0,99.52,24.88,9.98,https://www.tinkoff.ru/invest/bonds/RU000A106XP1/,
487,Башкирская содовая компания выпуск 3,RU000A106JZ9,931.4,Высокий,27.0,2024-04-12,21.0,22.97,1000.0,4.0,91.88,137.82,9.86,https://www.tinkoff.ru/invest/bonds/RU000A106JZ9/,
488,ВЭБ.РФ ПБО-001Р-34,RU000A105JU2,963.5,Высокий,8.0,2024-06-04,28.0,40.54,1000.0,2.0,81.08,162.16,8.42,https://www.tinkoff.ru/invest/bonds/RU000A105JU2/,
489,Татнефтехим 001P выпуск 1,RU000A103UL3,1000.8,Средний,29.0,2024-03-29,23.0,21.4,1000.0,6.0,128.4,85.6,12.83,https://www.tinkoff.ru/invest/bonds/RU000A103UL3/,
490,ИКС 5 Финанс выпуск 12,RU000A101UQ6,957.9,Высокий,134.0,2024-06-25,22.0,38.8,1000.0,2.0,77.6,2599.6,8.1,https://www.tinkoff.ru/invest/bonds/RU000A101UQ6/,
491,Нижегородская область выпуск 15,RU000A102DS6,890.0,Высокий,26.0,2024-05-21,5.0,13.22,1000.0,4.0,52.88,79.32,5.94,https://www.tinkoff.ru/invest/bonds/RU000A102DS6/,
492,ИЭК Холдинг 001P-02,RU000A107E08,1011.4,Высокий,8.0,2024-04-13,4.0,11.57,1000.0,12.0,138.84,0.0,13.73,https://www.tinkoff.ru/invest/bonds/RU000A107E08/,
493,Нафтатранс Плюс БО-04,RU000A105CF8,1062.0,Средний,18.0,2024-03-24,0.0,13.57,1000.0,12.0,162.84,13.57,15.33,https://www.tinkoff.ru/invest/bonds/RU000A105CF8/,
494,Селектел выпуск 2,RU000A105FS4,950.7,Высокий,19.0,2024-05-14,41.0,49.85,1000.0,2.0,99.7,448.65,10.49,https://www.tinkoff.ru/invest/bonds/RU000A105FS4/,
495,ЕвроХим выпуск 8,RU000A101LJ0,934.2,Высокий,12.0,2024-04-16,35.0,34.89,1000.0,2.0,69.78,209.34,7.47,https://www.tinkoff.ru/invest/bonds/RU000A101LJ0/,
496,ВТБ Б-1-231,RU000A103BE8,982.0,Высокий,3.0,2024-03-29,17.0,15.66,1000.0,4.0,62.64,0.0,6.38,https://www.tinkoff.ru/invest/bonds/RU000A103BE8/,
497,ВТБ Б-1-320,RU000A106M25,982.0,Высокий,4.0,2024-03-27,6.0,6.18,1000.0,12.0,74.16,0.0,7.55,https://www.tinkoff.ru/invest/bonds/RU000A106M25/,
498,РЖД 001Р выпуск 1,RU000A0JXN05,937.9,Высокий,97.0,2024-05-28,29.0,39.24,1000.0,2.0,78.48,1883.52,8.37,https://www.tinkoff.ru/invest/bonds/RU000A0JXN05/,
499,ФСК Россети БО-4,RU000A0ZYJ91,951.2,Высокий,342.0,2024-05-29,5.0,17.31,1000.0,4.0,69.24,1471.35,7.28,https://www.tinkoff.ru/invest/bonds/RU000A0ZYJ91/,
500,Сбер Банк,RU000A101QW2,983.5,Высокий,2.0,2024-05-31,17.0,24.45,1000.0,2.0,48.9,24.45,4.97,https://www.tinkoff.ru/invest/bonds/RU000A101QW2/,
501,Промсвязьбанк 003P выпуск 7,RU000A103PE8,970.5,Высокий,5.0,2024-09-10,2.0,35.32,1000.0,2.0,70.64,70.64,7.28,https://www.tinkoff.ru/invest/bonds/RU000A103PE8/,
502,Красноярский край выпуск 13,RU000A0ZYCM2,483.0,Высокий,6.0,2024-04-04,8.0,8.44,500.0,4.0,33.76,8.44,6.99,https://www.tinkoff.ru/invest/bonds/RU000A0ZYCM2/,
503,ГПБ (АО) БО-17,RU000A0ZYEE5,961.0,Высокий,7.0,2024-04-30,32.0,35.32,1000.0,2.0,70.64,105.96,7.35,https://www.tinkoff.ru/invest/bonds/RU000A0ZYEE5/,
504,Альфа-Банк ЗО-02,RU000A107A69,91410.0,Высокий,16.0,2024-08-04,1110.0,341.04,100000.0,2.0,682.08,2728.32,0.75,https://www.tinkoff.ru/invest/bonds/RU000A107A69/,
505,НКНХ выпуск 1,RU000A0ZZZ17,923.3,Высокий,56.0,2024-06-13,27.0,42.28,1000.0,2.0,84.56,1183.84,9.16,https://www.tinkoff.ru/invest/bonds/RU000A0ZZZ17/,
506,Автодор БО-3 выпуск 3,RU000A105V82,925.0,Высокий,22.0,2024-08-15,11.0,44.63,1000.0,2.0,89.26,490.93,9.65,https://www.tinkoff.ru/invest/bonds/RU000A105V82/,
507,Газпром выпуск 23,RU000A0ZZET0,920.0,Высокий,290.0,2024-07-23,13.0,35.06,1000.0,2.0,70.12,5083.7,7.62,https://www.tinkoff.ru/invest/bonds/RU000A0ZZET0/,
508,Краснодар,RU000A102KT9,554.04,Высокий,20.0,2024-06-20,0.0,8.7,600.0,4.0,34.8,43.5,6.28,https://www.tinkoff.ru/invest/bonds/RU000A102KT9/,
509,Аэрофлот выпуск 1,RU000A103943,882.5,Высокий,26.0,2024-06-13,2.0,18.1,1000.0,4.0,72.4,108.6,8.2,https://www.tinkoff.ru/invest/bonds/RU000A103943/,
510,Омская область выпуск 4,RU000A102DR8,911.3,Высокий,19.0,2024-05-21,6.0,13.92,1000.0,4.0,55.68,55.68,6.11,https://www.tinkoff.ru/invest/bonds/RU000A102DR8/,
511,СФО ВТБ РКС Эталон,RU000A105G99,788.889241,Высокий,72.0,2024-04-02,5.0,6.87,847.63,12.0,82.44,41.22,10.45,https://www.tinkoff.ru/invest/bonds/RU000A105G99/,
512,Альфа-Банк 002Р-18,RU000A105HJ9,964.4,Высокий,8.0,2024-05-30,29.0,40.28,1000.0,2.0,80.56,161.12,8.35,https://www.tinkoff.ru/invest/bonds/RU000A105HJ9/,
513,Восточная Стивидорная Компания выпуск 2,RU000A104362,885.0,Средний,31.0,2024-05-21,32.0,41.41,1000.0,2.0,82.82,621.15,9.36,https://www.tinkoff.ru/invest/bonds/RU000A104362/,
514,РСХБ 08Т1,RU000A0JWV63,986.8,Средний,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0JWV63/,
515,АФК Система выпуск 4,RU000A0JWYQ5,984.7,Высокий,31.0,2024-05-03,52.0,58.55,1000.0,2.0,117.1,878.25,11.89,https://www.tinkoff.ru/invest/bonds/RU000A0JWYQ5/,
516,Газпромбанк 001Р-21Р,RU000A104B46,937.7,Высокий,93.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A104B46/,
517,АФК Система выпуск 14,RU000A101XN7,899.8,Высокий,75.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A101XN7/,
518,Тойота Банк выпуск 5,RU000A104L36,967.9,Высокий,11.0,2024-08-28,8.0,47.85,1000.0,2.0,95.7,239.25,9.89,https://www.tinkoff.ru/invest/bonds/RU000A104L36/,
519,Новосибирская область выпуск 21,RU000A102895,928.6,Высокий,18.0,2024-04-11,11.0,12.62,1000.0,4.0,50.48,50.48,5.44,https://www.tinkoff.ru/invest/bonds/RU000A102895/,
520,Sunlight выпуск 1,RU000A1074Q1,1007.9,Высокий,12.0,2024-03-23,0.0,10.88,1000.0,12.0,130.56,10.88,12.95,https://www.tinkoff.ru/invest/bonds/RU000A1074Q1/,
521,Газпромбанк 001P выпуск 14,RU000A101350,951.0,Высокий,7.0,2024-05-22,23.0,29.93,1000.0,2.0,59.86,89.79,6.29,https://www.tinkoff.ru/invest/bonds/RU000A101350/,
522,Селектел выпуск 3,RU000A106R95,969.2,Высокий,28.0,2024-08-16,13.0,57.68,1000.0,2.0,115.36,807.52,11.9,https://www.tinkoff.ru/invest/bonds/RU000A106R95/,
523,Европлан 001Р-02,RU000A1034J0,123.7875,Высокий,1.0,2024-05-17,1.0,2.09,125.0,4.0,8.36,0.0,6.75,https://www.tinkoff.ru/invest/bonds/RU000A1034J0/,
524,Альфа-Банк 2Р-21,RU000A105UW5,955.0,Высокий,10.0,2024-08-18,9.0,40.72,1000.0,2.0,81.44,203.6,8.53,https://www.tinkoff.ru/invest/bonds/RU000A105UW5/,
525,ИКС 5 ФИНАНС 002Р-02,RU000A105JP2,935.3,Высокий,44.0,2024-05-30,28.0,38.54,1000.0,2.0,77.08,847.88,8.24,https://www.tinkoff.ru/invest/bonds/RU000A105JP2/,
526,Славнефть,RU000A104WF9,948.0,Высокий,98.0,2024-06-21,0.0,22.01,1000.0,4.0,88.04,528.24,9.29,https://www.tinkoff.ru/invest/bonds/RU000A104WF9/,
527,Почта России,RU000A101ZH4,968.9,Высокий,75.0,2024-07-30,8.0,25.58,1000.0,2.0,51.16,946.46,5.28,https://www.tinkoff.ru/invest/bonds/RU000A101ZH4/,
528,Газпромбанк 001P выпуск 11,RU000A100HH4,982.6,Высокий,3.0,2024-07-01,18.0,35.5,1000.0,2.0,71.0,35.5,7.23,https://www.tinkoff.ru/invest/bonds/RU000A100HH4/,
529,ГТЛК выпуск 19,RU000A101SD8,796.0,Средний,133.0,2024-06-05,4.0,17.23,1000.0,4.0,68.92,568.59,8.66,https://www.tinkoff.ru/invest/bonds/RU000A101SD8/,
530,МТС 001P-23,RU000A105NA6,957.8,Высокий,8.0,2024-06-19,1.0,18.18,1000.0,4.0,72.72,36.36,7.59,https://www.tinkoff.ru/invest/bonds/RU000A105NA6/,
531,Автодор выпуск 1,RU000A103NU9,860.5,Высокий,29.0,2024-09-10,2.0,34.45,1000.0,2.0,68.9,482.3,8.01,https://www.tinkoff.ru/invest/bonds/RU000A103NU9/,
